,Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists_x,Penalty_made,Penalty_attempted,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists_y,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
1896,Nedim Bajrami,ALB,"FW,MF",Serie A,25.0,28,15,1310,2,2,0,0,Sassuolo,1540000.0,0.13,2.26,0.13,3.89,32.22,0.719,3.39,3.33,1.19,3.08,5.28,1.0,0.44,0.44,0.5,0.13,,,,,,,,,,,
1897,Nehuén Pérez,ARG,DF,Serie A,23.0,35,35,3148,0,0,0,0,Udinese,830000.0,0.0,0.57,0.0,1.16,45.54,0.801,3.22,0.73,0.27,0.78,0.62,2.08,1.16,1.57,4.25,2.14,,,,,,,,,,,
1898,Neil El Aynaoui,FRA,MF,Ligue 1,22.0,25,17,1566,1,2,0,0,Lens,150000.0,0.05,1.08,0.09,1.22,36.77,0.857,3.34,1.36,0.75,1.97,2.35,2.21,1.6,1.18,1.46,0.99,,,,,,,,,,,
1899,Nelson Weiper,GER,"FW,MF",Bundesliga,19.0,5,1,124,0,0,0,0,Mainz 05,360000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1900,Nemanja Gudelj,SRB,"MF,DF",La Liga,32.0,21,20,1730,1,1,0,0,Sevilla,4100000.0,0.1,0.91,0.03,0.85,51.82,0.862,3.26,1.04,0.2,0.42,0.2,1.73,1.21,0.75,2.93,1.96,,,,,,,,,,,
1901,Nemanja Maksimović,SRB,MF,La Liga,29.0,36,36,3175,4,0,0,0,Getafe,2080000.0,0.1,0.99,0.0,1.15,28.11,0.807,1.93,0.58,0.16,1.7,0.97,1.91,1.33,1.54,1.93,2.07,,,,,,,,,,,
1902,Nemanja Matić,SRB,MF,Ligue 1,35.0,28,26,2281,0,0,0,0,Lyon,6000000.0,0.03,0.46,0.06,2.2,68.43,0.849,7.21,1.76,1.27,1.42,1.02,1.49,1.67,1.24,1.36,1.64,,,,,,,,,,,
1903,Nemanja Radonjić,SRB,"FW,MF",Serie A,28.0,20,7,671,3,0,0,0,Mallorca,1670000.0,0.42,2.91,0.0,3.33,24.41,0.653,2.22,4.44,3.74,4.3,7.49,0.55,0.42,0.69,0.28,0.42,,,,,,,,,,,
1904,Neto,BRA,GK,Premier League,34.0,32,32,2880,0,0,0,0,Bournemouth,3021160.0,,,,,,0.0,,,,,,,,,,,1.69,7.01,1.67,2.19,36.06,4.39,7.09,44.5,0.65,1.0,13.6
1905,Neto Borges,BRA,DF,Ligue 1,27.0,28,28,2516,0,1,0,0,Clermont Foot,450000.0,0.03,0.57,0.03,1.74,49.84,0.809,3.17,2.1,1.1,1.84,6.31,1.64,1.94,1.0,2.81,1.2,,,,,,,,,,,
1906,Niccolò Pierozzi,ITA,DF,Serie A,22.0,10,9,691,1,0,0,0,Salernitana,,0.13,0.65,0.0,0.65,34.12,0.74,1.56,0.39,0.13,0.91,2.34,1.82,1.43,2.47,3.91,1.95,,,,,,,,,,,
1907,Niccolò Pisilli,ITA,MF,Serie A,19.0,1,0,10,0,0,0,0,Roma,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1908,Nick Pope,ENG,GK,Premier League,32.0,15,15,1345,0,0,0,0,Newcastle United,3625393.0,,,,,,0.0,,,,,,,,,,,0.95,7.76,0.0,3.5,28.31,2.4,6.45,45.7,0.62,1.96,18.8
1909,Nick Woltemade,GER,"FW,MF",Bundesliga,22.0,30,12,1189,2,0,0,0,Werder Bremen,190000.0,0.16,1.53,0.0,4.03,31.75,0.759,3.06,1.53,2.26,4.03,6.04,2.66,0.24,0.81,1.29,2.18,,,,,,,,,,,
1910,Niclas Füllkrug,GER,FW,Bundesliga,31.0,31,29,2392,12,8,3,3,Dortmund,6000000.0,0.31,2.26,0.26,2.55,24.47,0.667,2.24,0.75,0.23,4.35,4.68,0.26,0.08,0.78,0.88,3.57,,,,,,,,,,,
1911,Nico Elvedi,SUI,DF,Bundesliga,27.0,30,28,2482,2,1,0,0,Mönchengladbach,3500000.0,0.07,0.64,0.03,0.78,62.99,0.89,3.92,1.28,0.2,0.91,0.24,1.15,1.49,1.42,5.24,2.6,,,,,,,,,,,
1912,Nico Schlotterbeck,GER,DF,Bundesliga,24.0,33,32,2859,2,1,0,0,Dortmund,4720000.0,0.05,0.79,0.1,1.38,78.65,0.877,5.42,1.55,0.25,1.18,0.32,2.34,1.35,1.7,3.3,1.6,,,,,,,,,,,
1913,Nico Williams,ESP,FW,La Liga,21.0,30,28,2173,4,11,0,0,Athletic Club,10420000.0,0.16,2.06,0.4,4.94,32.35,0.696,2.65,5.5,3.6,5.62,11.63,1.3,0.12,0.71,0.2,0.44,,,,,,,,,,,
1914,Nicola Leali,ITA,GK,Serie A,31.0,2,1,91,0,0,0,0,Genoa,460000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1915,Nicola Sansone,ITA,"FW,MF",Serie A,32.0,25,4,767,2,2,0,0,Lecce,1000000.0,0.32,2.78,0.32,5.55,32.35,0.743,3.95,1.71,1.17,3.1,8.75,1.28,0.43,0.75,0.64,0.96,,,,,,,,,,,
1916,Nicola Zalewski,POL,"DF,FW",Serie A,22.0,21,9,890,0,1,0,0,Roma,560000.0,0.05,1.16,0.11,2.73,44.53,0.745,2.99,4.1,1.26,2.21,5.04,2.05,1.05,0.84,1.89,0.63,,,,,,,,,,,
1917,Nicolai Rapp,GER,DF,Bundesliga,27.0,2,1,76,0,0,0,0,Karlsruher,1830000.0,0.0,0.57,0.0,0.85,53.27,0.844,4.24,0.42,0.57,0.85,0.71,2.68,0.85,1.41,3.67,3.11,,,,,,,,,,,
1918,Nicolas Cozza,FRA,DF,Ligue 1,25.0,19,13,1171,0,0,0,0,Nantes,1150000.0,0.0,0.49,0.0,1.48,42.49,0.739,2.55,1.15,0.49,0.9,2.96,3.37,1.4,0.82,2.79,0.82,,,,,,,,,,,
1919,Nicolas Haas,SUI,MF,Serie A,28.0,1,1,90,0,0,0,0,FC Luzern,1670000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1920,Nicolas Höfler,GER,MF,Bundesliga,34.0,28,26,2330,1,1,0,0,Freiburg,900000.0,0.03,0.78,0.03,1.4,47.64,0.861,3.82,0.53,0.47,0.84,0.47,2.43,1.31,1.34,1.62,1.79,,,,,,,,,,,
1921,Nicolas Jackson,SEN,FW,Premier League,22.0,35,31,2799,14,5,0,0,Chelsea,3927509.0,0.5,2.38,0.21,3.02,21.41,0.779,2.11,2.29,1.64,4.87,6.28,0.76,0.12,0.65,0.5,1.09,,,,,,,,,,,
1922,Nicolas Pallois,FRA,DF,Ligue 1,36.0,23,17,1589,0,1,0,0,Nantes,1320000.0,0.0,0.22,0.06,0.61,43.67,0.806,3.12,0.39,0.56,0.45,0.11,1.89,1.56,2.0,6.23,1.67,,,,,,,,,,,
1923,Nicolas Seiwald,AUT,MF,Bundesliga,23.0,21,6,718,0,2,0,0,RB Leipzig,2200000.0,0.0,0.1,0.1,1.1,40.3,0.804,3.0,0.6,0.5,0.2,0.5,3.7,1.2,1.6,1.7,0.7,,,,,,,,,,,
1924,Nicolas Viola,ITA,"FW,MF",Serie A,34.0,25,10,1117,5,2,0,1,Cagliari,1390000.0,0.41,2.72,0.16,4.86,43.56,0.637,4.28,1.73,1.24,2.31,5.35,1.07,0.16,0.66,0.41,1.32,,,,,,,,,,,
1925,Nicolás Domínguez,ARG,"FW,MF",Premier League,25.0,28,20,1597,2,2,0,0,Nottingham Forest,2114812.0,0.1,1.34,0.1,2.42,53.33,0.856,6.09,0.88,0.36,1.91,2.73,3.66,0.93,1.81,1.39,1.29,,,,,,,,,,,
1926,Nicolás González,ARG,FW,Serie A,26.0,27,20,1791,10,2,1,3,Fiorentina,3850000.0,0.52,4.05,0.1,3.11,37.14,0.715,4.67,2.65,1.61,6.43,8.97,1.35,0.62,1.09,0.36,2.8,,,,,,,,,,,
1927,Nicolás Paz,ARG,"FW,MF",La Liga,19.0,4,0,23,0,0,0,0,Real Madrid,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1928,Nicolás Tagliafico,ARG,DF,Ligue 1,31.0,25,25,2123,3,1,0,0,Lyon,4550000.0,0.12,0.59,0.04,1.84,49.24,0.843,4.26,1.37,0.2,1.41,4.8,2.34,1.09,1.13,1.84,1.09,,,,,,,,,,,
1929,Nicolò Barella,ITA,MF,Serie A,27.0,36,33,2779,2,3,0,0,Internazionale,9260000.0,0.08,1.28,0.1,4.29,65.7,0.844,8.56,2.08,0.82,1.88,4.42,1.77,0.41,1.08,0.49,0.8,,,,,,,,,,,
1930,Nicolò Cambiaghi,ITA,"FW,MF",Serie A,23.0,36,29,2539,1,1,0,0,Empoli,930000.0,0.03,2.46,0.03,3.3,24.7,0.696,2.17,4.62,1.13,3.91,6.82,1.75,0.55,1.0,0.29,0.29,,,,,,,,,,,
1931,Nicolò Casale,ITA,DF,Serie A,26.0,20,16,1559,0,0,0,0,Lazio,1850000.0,0.0,0.34,0.0,0.58,63.81,0.928,2.92,1.02,0.15,0.39,0.19,0.88,0.63,1.07,3.5,1.22,,,,,,,,,,,
1932,Nicolò Fagioli,ITA,MF,Serie A,23.0,6,3,339,0,1,0,0,Juventus,2780000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1933,Nicolò Rovella,ITA,MF,Serie A,22.0,22,15,1266,0,2,0,0,Lazio,3700000.0,0.0,0.6,0.12,1.67,66.08,0.872,4.18,1.55,0.6,0.18,0.89,3.04,1.49,1.79,1.73,0.78,,,,,,,,,,,
1934,Nicolò Zaniolo,ITA,"FW,MF",Premier League,24.0,25,9,839,2,0,0,0,Aston Villa,3625393.0,0.21,2.9,0.0,3.22,24.46,0.658,3.22,3.75,1.39,6.44,6.44,2.04,0.11,1.39,1.18,0.75,,,,,,,,,,,
1935,Niels Nkounkou,FRA,"MF,DF",Bundesliga,23.0,29,13,1309,3,2,0,0,Eintracht Frankfurt,700000.0,0.21,1.51,0.14,3.1,59.31,0.718,4.13,3.72,3.1,1.79,4.27,3.72,1.1,2.0,2.06,1.17,,,,,,,,,,,
1936,Nikita Contini Baranovsky,ITA,GK,Serie A,27.0,1,0,17,0,0,0,0,Napoli,560000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1937,Niklas Dorsch,GER,MF,Bundesliga,26.0,21,16,1386,0,0,0,0,Augsburg,950000.0,0.0,0.79,0.0,1.16,38.78,0.858,2.99,0.67,0.43,0.12,0.73,2.5,1.1,1.04,1.71,0.55,,,,,,,,,,,
1938,Niklas Schmidt,GER,MF,Ligue 1,26.0,22,15,1269,1,1,0,0,Toulouse,570000.0,0.05,1.58,0.05,3.63,56.62,0.794,7.04,1.37,0.95,0.95,3.05,2.47,0.37,0.84,0.95,0.37,,,,,,,,,,,
1939,Niklas Stark,GER,DF,Bundesliga,29.0,17,12,1088,2,0,0,0,Werder Bremen,1440000.0,0.14,0.28,0.0,0.64,49.19,0.799,2.84,0.35,0.07,0.21,0.07,1.99,1.35,1.14,5.04,2.7,,,,,,,,,,,
1940,Niklas Süle,GER,DF,Bundesliga,28.0,23,14,1514,1,0,0,0,Dortmund,10000000.0,0.09,0.52,0.0,1.25,80.75,0.922,5.34,1.42,0.26,0.95,0.77,1.51,1.33,1.29,3.44,1.16,,,,,,,,,,,
1941,Nikola Dovedan,AUT,"FW,MF",Bundesliga,29.0,21,5,656,3,1,0,0,Heidenheim,420000.0,0.41,1.92,0.14,3.16,27.99,0.613,3.02,1.65,1.1,3.29,3.43,1.92,0.14,1.23,0.41,0.82,,,,,,,,,,,
1942,Nikola Krstović,MNE,FW,Serie A,24.0,34,29,2319,7,1,1,3,Lecce,,0.24,3.51,0.04,2.99,19.87,0.677,1.82,1.17,1.09,4.93,4.64,0.61,0.16,0.44,0.89,2.38,,,,,,,,,,,
1943,Nikola Milenković,SRB,DF,Serie A,26.0,33,26,2445,0,0,0,0,Fiorentina,5560000.0,0.0,0.41,0.0,0.83,56.59,0.845,2.89,0.3,0.08,1.09,0.38,1.5,1.01,0.79,3.38,4.16,,,,,,,,,,,
1944,Nikola Moro,CRO,MF,Serie A,26.0,22,9,750,1,0,0,0,Bologna,1240000.0,0.1,1.4,0.2,2.79,59.27,0.815,6.59,2.29,0.6,1.2,4.19,2.1,0.7,1.4,1.1,0.4,,,,,,,,,,,
1945,Nikola Sekulov,ITA,FW,Serie A,22.0,1,0,11,0,0,0,0,Juventus,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1946,Nikola Vlašić,CRO,"FW,MF",Serie A,26.0,33,30,2608,3,2,0,0,Torino,2560000.0,0.09,1.56,0.13,3.44,33.8,0.806,5.07,2.38,0.91,2.81,6.04,1.03,0.44,0.88,0.59,0.81,,,,,,,,,,,
1947,Njegoš Petrović,SRB,"FW,MF",La Liga,24.0,10,0,157,0,0,0,0,Vojvodina,240000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1948,Nnamdi Collins,GER,DF,Bundesliga,20.0,2,1,90,0,0,0,0,Eintracht Frankfurt,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1949,Noah Atubolu,GER,GK,Bundesliga,21.0,34,34,3060,0,0,0,0,Freiburg,120000.0,,,,,,0.0,,,,,,,,,,,1.63,6.47,0.0,3.26,44.63,3.41,6.91,50.5,0.61,0.79,13.1
1950,Noah Loosli,SUI,DF,Bundesliga,27.0,10,2,346,0,0,0,0,Bochum,370000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1951,Noah Mbamba,BEL,MF,Bundesliga,19.0,3,0,16,0,1,0,0,Leverkusen,280000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1952,Noah Okafor,SUI,"FW,MF",Serie A,23.0,28,6,887,6,2,0,0,Milan,2560000.0,0.56,2.23,0.28,1.86,18.06,0.613,1.68,2.89,1.21,4.37,6.33,0.56,0.0,0.65,1.02,0.74,,,,,,,,,,,
1953,Noah Weißhaupt,GER,"DF,FW",Bundesliga,22.0,24,6,759,1,2,0,0,Freiburg,120000.0,0.15,0.84,0.15,3.88,47.44,0.73,2.67,5.25,1.22,2.51,8.83,1.14,0.91,0.61,1.52,0.3,,,,,,,,,,,
1954,Noam Mayoka-Tika,BEL,MF,Ligue 1,20.0,1,0,1,0,0,0,0,Marseille,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1955,Nolan Mbemba,CGO,MF,Ligue 1,29.0,6,0,22,1,0,0,0,Grenoble,580000.0,0.13,0.77,0.0,1.93,49.69,0.755,5.52,1.41,0.9,0.77,2.18,2.05,1.67,1.03,0.9,1.03,,,,,,,,,,,
1956,Noni Madueke,ENG,FW,Premier League,22.0,23,13,1053,5,2,1,1,Chelsea,,0.31,2.52,0.15,4.65,41.95,0.833,4.35,7.02,3.28,7.47,12.51,1.53,0.31,0.92,1.14,0.46,,,,,,,,,,,
1957,Norbert Gyömbér,SVK,DF,Serie A,31.0,21,19,1686,0,0,0,0,Salernitana,1300000.0,0.0,0.2,0.0,0.44,39.47,0.841,2.16,0.2,0.25,0.34,0.1,1.82,1.28,1.57,3.98,1.67,,,,,,,,,,,
1958,Nordi Mukiele,FRA,DF,Ligue 1,26.0,16,9,796,0,0,0,0,Paris Saint-Germain,8400000.0,0.0,0.59,0.0,0.94,66.64,0.85,3.89,1.18,0.83,1.06,2.36,1.18,1.53,2.24,3.42,2.36,,,,,,,,,,,
1959,Norman Theuerkauf,GER,"MF,DF",Bundesliga,37.0,25,14,1259,0,1,0,0,Heidenheim,420000.0,0.0,0.5,0.07,1.95,41.61,0.785,3.32,1.08,0.22,1.15,1.23,1.73,1.01,1.15,1.44,0.87,,,,,,,,,,,
1960,Noussair Mazraoui,MAR,DF,Bundesliga,26.0,19,15,1197,0,3,0,0,Bayern Munich,8000000.0,0.0,0.76,0.18,2.55,68.09,0.875,7.02,2.55,1.03,2.19,5.28,2.46,1.25,1.12,1.83,1.34,,,,,,,,,,,
1961,Nuno Mendes,POR,DF,Ligue 1,21.0,6,2,267,1,1,0,0,Paris Saint-Germain,1440000.0,0.15,0.89,0.15,2.21,74.8,0.834,6.79,3.25,1.62,1.62,4.28,2.21,1.62,1.62,1.77,1.03,,,,,,,,,,,
1962,Nuno Tavares,POR,DF,Premier League,24.0,8,5,457,0,0,0,0,Nottingham Forest,1812696.0,0.0,1.7,0.0,1.7,52.74,0.732,4.76,2.72,1.02,1.53,3.4,2.72,0.17,1.36,3.91,0.68,,,,,,,,,,,
1963,Nélson Semedo,POR,"MF,DF",Premier League,30.0,36,36,3084,0,1,0,0,Wolverhampton Wanderers,4833857.0,0.0,0.56,0.03,1.72,53.69,0.8,4.03,2.98,1.47,1.14,4.42,2.17,1.0,1.25,2.56,0.67,,,,,,,,,,,
1964,Obite N'Dicka,CIV,DF,Serie A,24.0,24,24,2078,0,3,0,0,Roma,5130000.0,0.0,0.28,0.09,0.99,67.22,0.894,3.42,1.17,0.09,0.46,0.43,1.23,0.55,1.17,3.11,1.51,,,,,,,,,,,
1965,Odeluga Offiah,ENG,DF,Premier League,21.0,4,1,128,0,0,0,0,Brighton & Hove Albion,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1966,Odilon Kossonou,CIV,DF,Bundesliga,23.0,22,21,1811,1,0,0,0,Leverkusen,1630000.0,0.04,0.22,0.0,1.61,68.06,0.884,6.18,2.01,0.99,0.54,1.3,1.48,1.3,1.34,2.24,1.25,,,,,,,,,,,
1967,Odisseas Vlachodimos,GRE,GK,Premier League,30.0,5,5,450,0,0,0,0,Nottingham Forest,2719044.0,,,,,,0.0,,,,,,,,,,,2.4,5.0,0.0,2.0,36.2,2.54,8.8,44.3,0.33,0.4,10.3
1968,Odsonne Édouard,FRA,"FW,MF",Premier League,26.0,30,17,1555,7,0,0,0,Crystal Palace,5438089.0,0.43,2.88,0.0,2.56,19.82,0.704,1.92,1.87,1.07,5.66,5.77,1.28,0.32,0.96,1.01,1.76,,,,,,,,,,,
1969,Ohis Felix Uduokhai,GER,DF,Bundesliga,26.0,33,33,2921,2,0,0,0,Augsburg,1500000.0,0.06,0.41,0.0,0.63,51.43,0.814,3.17,0.78,0.19,1.66,0.19,1.07,1.38,1.32,5.4,3.42,,,,,,,,,,,
1970,Oier Zarraga,ESP,MF,Serie A,25.0,15,4,404,2,0,0,0,Udinese,450000.0,0.34,1.38,0.0,1.55,27.36,0.799,2.93,1.2,0.34,1.03,2.41,0.86,1.38,1.2,2.75,0.52,,,,,,,,,,,
1971,Oihan Sancet,ESP,MF,La Liga,24.0,30,25,1975,4,5,0,1,Athletic Club,2500000.0,0.2,1.81,0.2,3.67,35.81,0.805,5.6,3.34,1.29,3.55,6.81,0.89,0.44,0.2,0.28,1.05,,,,,,,,,,,
1972,Ola Aina,NGA,DF,Premier League,27.0,22,20,1692,1,1,0,0,Nottingham Forest,2416928.0,0.05,0.61,0.05,1.99,43.34,0.749,3.68,2.81,1.43,0.72,2.04,2.5,1.02,1.02,2.61,0.82,,,,,,,,,,,
1973,Ola Solbakken,NOR,FW,Serie A,25.0,1,0,23,0,0,0,0,Urawa Reds,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1974,Olasagasti,ESP,MF,La Liga,23.0,13,2,337,0,0,0,0,Real Sociedad,300000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1975,Ole Pohlmann,GER,MF,Bundesliga,23.0,2,0,54,0,0,0,0,Dortmund,250000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1976,Oleksandr Zinchenko,UKR,DF,Premier League,27.0,27,20,1722,1,2,0,0,Arsenal,9063481.0,0.05,0.82,0.09,2.97,81.45,0.88,11.39,2.2,0.32,1.33,2.84,2.56,1.1,0.96,1.28,1.28,,,,,,,,,,,
1977,Oliver Arblaster,ENG,MF,Premier League,20.0,12,11,943,0,0,0,0,Sheffield United,,0.0,0.1,0.0,2.35,43.16,0.801,4.39,1.33,1.73,0.41,0.41,2.14,1.43,1.73,0.82,0.92,,,,,,,,,,,
1978,Oliver Baumann,GER,GK,Bundesliga,33.0,34,34,3060,0,1,0,0,Hoffenheim,3500000.0,,,,,,0.0,,,,,,,,,,,1.91,6.96,6.0,0.57,44.43,3.37,7.6,45.8,0.55,2.0,16.1
1979,Oliver Burke,SCO,FW,Bundesliga,27.0,1,0,32,0,0,0,0,Birmingham City,1020000.0,0.0,0.72,0.0,1.88,28.51,0.665,2.15,1.52,0.72,2.06,6.61,1.07,0.63,0.36,0.98,3.22,,,,,,,,,,,
1980,Oliver Christensen,DEN,GK,Serie A,25.0,4,4,360,0,0,0,0,Fiorentina,640000.0,,,,,,0.0,,,,,,,,,,,2.0,6.52,0.0,0.0,46.2,3.47,5.8,41.4,0.24,1.8,19.5
1981,Oliver McBurnie,SCO,FW,Premier League,27.0,21,15,1280,6,3,2,2,Sheffield United,1510580.0,0.28,2.18,0.21,2.04,28.69,0.593,2.11,0.42,0.42,5.2,4.22,1.2,0.35,1.27,1.97,7.73,,,,,,,,,,,
1982,Oliver Norwood,NIR,MF,Premier League,33.0,27,16,1440,1,0,1,1,Sheffield United,1208464.0,0.0,0.88,0.0,2.0,56.94,0.696,4.56,0.19,0.06,0.38,0.63,2.56,1.31,1.5,2.44,0.88,,,,,,,,,,,
1983,Oliver Skipp,ENG,"MF,DF",Premier League,23.0,21,5,707,0,0,0,0,Tottenham Hotspur,2416928.0,0.0,0.31,0.0,1.86,48.98,0.903,4.24,0.83,0.41,1.24,2.79,2.27,0.72,1.45,1.24,0.41,,,,,,,,,,,
1984,Olivier Deman,BEL,DF,Bundesliga,24.0,29,14,1365,2,1,0,0,Werder Bremen,750000.0,0.13,1.13,0.07,2.25,47.95,0.744,2.65,1.72,0.66,1.85,3.44,1.85,0.86,1.59,3.05,0.99,,,,,,,,,,,
1985,Olivier Giroud,FRA,FW,Serie A,37.0,34,27,2279,14,8,4,5,Milan,4490000.0,0.38,2.5,0.25,1.74,18.61,0.682,1.03,0.35,0.15,4.36,3.5,0.53,0.18,0.48,1.06,2.32,,,,,,,,,,,
1986,Ollie Watkins,ENG,FW,Premier League,28.0,37,37,3217,19,13,0,0,Aston Villa,7855017.0,0.54,2.9,0.35,2.9,16.78,0.752,1.54,1.68,0.7,5.93,6.01,0.41,0.16,0.7,0.6,1.43,,,,,,,,,,,
1987,Omar Alderete,PAR,DF,La Liga,27.0,30,23,2105,0,1,0,0,Getafe,1200000.0,0.04,0.99,0.04,1.22,41.76,0.636,3.96,1.03,0.46,1.37,0.34,1.11,0.65,1.22,4.5,2.21,,,,,,,,,,,
1988,Omar Marmoush,EGY,"FW,MF",Bundesliga,25.0,29,27,2301,12,6,2,2,Eintracht Frankfurt,1600000.0,0.4,3.07,0.24,2.99,22.87,0.707,2.38,3.39,1.49,6.17,6.58,0.85,0.4,0.48,0.28,1.09,,,,,,,,,,,
1989,Omar Mascarell,ESP,MF,La Liga,31.0,28,18,1550,0,0,0,0,Mallorca,820000.0,0.0,0.36,0.0,0.84,44.19,0.817,3.77,0.72,0.42,0.42,0.6,1.91,1.73,1.44,1.79,1.73,,,,,,,,,,,
1990,Omar Traoré,GER,DF,Bundesliga,26.0,31,29,2472,0,2,0,0,Heidenheim,,0.0,0.38,0.08,1.62,45.72,0.707,2.91,2.27,0.72,0.38,3.4,2.23,1.47,1.17,1.81,0.57,,,,,,,,,,,
1991,Omari Forson,ENG,FW,Premier League,19.0,4,1,70,0,1,0,0,Manchester United,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1992,Omari Kellyman,ENG,FW,Premier League,18.0,2,0,37,0,0,0,0,Aston Villa,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1993,Omenuke Mfulu,COD,"FW,MF",La Liga,30.0,5,1,82,0,0,0,0,Las Palmas,360000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1994,Ondrej Duda,SVK,MF,Serie A,29.0,31,28,2366,1,4,0,1,Verona,1100000.0,0.04,0.87,0.15,3.42,43.9,0.75,4.26,1.29,0.76,0.72,1.79,2.21,0.99,0.99,0.8,0.23,,,,,,,,,,,
1995,Orel Mangala,BEL,MF,Premier League,26.0,28,23,1961,3,0,0,0,Lyon,1812696.0,0.13,0.64,0.0,1.37,36.1,0.869,3.17,0.9,0.64,0.69,1.46,1.5,1.5,0.73,1.76,0.69,,,,,,,,,,,
1996,Oriol Romeu,ESP,MF,La Liga,32.0,27,11,891,0,1,0,0,Barcelona,3500000.0,0.0,0.72,0.06,1.8,70.39,0.895,5.78,0.9,0.48,0.54,0.6,2.53,0.84,1.08,1.26,1.2,,,,,,,,,,,
1997,Oscar Bobb,NOR,"FW,MF",Premier League,20.0,14,2,302,1,1,0,0,Manchester City,,0.35,1.38,0.17,5.88,47.77,0.877,5.37,3.46,2.42,6.58,8.31,1.56,0.87,0.69,0.17,0.17,,,,,,,,,,,
1998,Oscar Cortés,COL,"FW,MF",Ligue 1,20.0,4,0,44,1,1,0,0,Rangers,500000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1999,Oscar Estupiñan,COL,FW,Ligue 1,27.0,6,4,260,0,0,0,0,Bahia,1200000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2000,Oscar Vilhelmsson,SWE,"FW,MF",Bundesliga,20.0,26,16,1374,4,1,0,0,Darmstadt 98,,0.28,1.86,0.07,1.99,14.44,0.586,0.48,1.03,0.28,2.68,4.81,0.83,0.21,0.96,1.1,2.89,,,,,,,,,,,
2001,Othmane Maamma,FRA,FW,Ligue 1,18.0,2,1,88,1,0,0,0,Montpellier,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2002,Oualid El Hajjam,MAR,"MF,DF",Ligue 1,33.0,13,4,393,0,0,0,0,Le Havre,320000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2003,Oumar Diakité,CIV,FW,Ligue 1,20.0,28,18,1585,5,1,0,1,Reims,,0.3,2.1,0.06,2.4,17.54,0.788,1.62,1.68,1.5,5.11,6.31,1.38,0.36,0.78,0.42,1.38,,,,,,,,,,,
2004,Ousmane Dembélé,FRA,"FW,MF",Ligue 1,27.0,26,17,1506,3,8,0,0,Paris Saint-Germain,20000000.0,0.17,2.79,0.37,6.41,59.82,0.73,6.85,9.27,3.69,6.65,14.33,1.21,0.37,0.57,0.17,0.27,,,,,,,,,,,
2005,Oussama El Azzouzi,MAR,MF,Serie A,22.0,16,4,442,2,2,0,0,Bologna,580000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2006,Oussama Targhalline,MAR,MF,Ligue 1,22.0,14,12,1025,0,0,0,0,Le Havre,270000.0,0.0,0.58,0.0,2.12,60.64,0.851,6.45,2.31,0.48,0.29,1.44,2.12,1.64,0.87,1.35,0.58,,,,,,,,,,,
2007,Owen Beck,WAL,DF,Premier League,21.0,1,0,8,0,0,0,0,Dundee,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
2008,Ozan Kabak,TUR,DF,Bundesliga,24.0,28,28,2282,4,0,0,0,Hoffenheim,3150000.0,0.15,0.69,0.0,0.81,52.91,0.848,4.12,0.77,0.31,1.04,0.38,1.81,1.81,1.65,4.39,2.58,,,,,,,,,,,
