,Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists_x,Penalty_made,Penalty_attempted,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists_y,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
535,Daniel Peretz,ISR,GK,Bundesliga,23.0,1,0,17,0,0,0,0,Bayern Munich,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
536,Daniel Vivian,ESP,DF,La Liga,24.0,32,31,2833,0,0,0,0,Athletic Club,1100000.0,0.0,0.35,0.0,0.7,54.41,0.837,3.89,0.67,0.15,0.9,0.12,1.48,0.87,1.54,3.02,1.04,,,,,,,,,,,
537,Daniele Rugani,ITA,DF,Serie A,29.0,16,12,1097,2,0,0,0,Juventus,6480000.0,0.16,0.64,0.0,0.96,49.56,0.885,3.6,0.16,0.08,0.88,0.16,0.8,0.72,0.8,3.12,1.92,,,,,,,,,,,
538,Danilho Doekhi,NED,DF,Bundesliga,25.0,24,24,2160,2,0,0,0,Union Berlin,600000.0,0.11,0.79,0.0,1.18,38.42,0.804,2.51,0.25,0.07,1.29,0.29,1.61,1.4,1.87,4.45,2.4,,,,,,,,,,,
539,Danilo Cataldi,ITA,MF,Serie A,29.0,28,15,1361,1,0,0,0,Lazio,3330000.0,0.06,0.77,0.0,1.65,60.61,0.857,4.36,0.53,0.47,0.0,0.59,1.53,1.06,0.88,1.24,0.35,,,,,,,,,,,
540,Danilo D'Ambrosio,ITA,DF,Serie A,35.0,23,15,1446,0,0,0,0,AC Monza Brianza 1912,1850000.0,0.0,0.74,0.0,0.91,62.32,0.889,3.3,0.51,0.34,1.31,1.42,3.13,0.74,1.25,1.99,1.42,,,,,,,,,,,
541,Danilo Pereira,POR,DF,Ligue 1,32.0,26,22,1995,0,0,0,0,Paris Saint-Germain,3200000.0,0.0,0.35,0.0,0.66,96.29,0.941,6.29,1.24,0.12,0.54,0.12,1.2,1.0,1.24,4.02,1.78,,,,,,,,,,,
542,Danilo Soares,BRA,DF,Bundesliga,32.0,5,3,351,0,0,0,0,Bochum,430000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
543,Danley Jean-Jacques,HAI,MF,Ligue 1,24.0,33,30,2682,0,0,0,0,Metz,,0.0,1.08,0.0,1.67,25.43,0.769,2.88,1.14,0.49,0.87,1.8,1.77,1.53,1.67,1.49,0.76,,,,,,,,,,,
544,Danny Ings,ENG,FW,Premier League,31.0,20,3,404,1,0,0,0,West Ham United,7552901.0,0.13,2.71,0.26,4.26,24.63,0.717,1.93,1.16,1.16,5.93,7.09,0.9,0.39,0.77,1.03,0.64,,,,,,,,,,,
545,Danny Welbeck,ENG,"FW,MF",Premier League,33.0,29,21,1693,5,1,0,0,Brighton & Hove Albion,3625393.0,0.27,2.46,0.04,3.67,26.38,0.824,2.24,1.7,0.45,4.38,5.63,1.39,0.45,0.58,0.89,0.94,,,,,,,,,,,
546,Danny da Costa,GER,DF,Bundesliga,30.0,19,9,830,0,1,0,0,Mainz 05,960000.0,0.0,0.59,0.1,1.86,50.77,0.682,4.6,2.15,0.68,1.08,5.48,1.86,1.57,1.66,2.45,1.08,,,,,,,,,,,
547,Dante,BRA,DF,Ligue 1,40.0,32,32,2843,1,1,0,0,Nice,1500000.0,0.03,0.46,0.03,1.68,87.22,0.906,6.07,0.49,0.23,0.64,0.17,2.23,1.16,1.39,2.43,1.79,,,,,,,,,,,
548,Dany Mota,POR,"FW,MF",Serie A,26.0,33,23,1959,4,3,0,0,AC Monza Brianza 1912,1110000.0,0.17,1.68,0.17,2.84,36.56,0.748,2.63,4.65,0.86,4.31,6.67,0.56,0.13,0.13,0.82,1.77,,,,,,,,,,,
549,Dara O'Shea,IRL,DF,Premier League,25.0,33,32,2892,3,4,0,0,Burnley,1208464.0,0.1,0.61,0.13,1.0,54.12,0.791,3.82,0.9,0.03,1.57,0.29,1.16,1.06,1.28,5.04,3.85,,,,,,,,,,,
550,Darko Brašanac,SRB,MF,La Liga,32.0,2,0,48,0,0,0,0,Leganés,620000.0,0.0,0.74,0.0,1.11,36.67,0.838,3.89,0.74,0.37,1.67,2.41,1.48,0.56,1.11,0.93,1.11,,,,,,,,,,,
551,Darko Lazović,SRB,"FW,MF",Serie A,33.0,30,20,1773,3,1,1,1,Verona,1110000.0,0.15,1.64,0.1,2.61,30.21,0.651,2.95,1.84,0.24,2.76,6.28,1.11,0.29,0.53,0.68,0.39,,,,,,,,,,,
552,Darlin Yongwa,CMR,DF,Ligue 1,23.0,22,11,1159,1,1,0,0,Lorient,210000.0,0.07,1.02,0.07,2.1,46.02,0.697,3.19,3.19,2.03,2.76,6.46,2.32,1.09,1.16,2.83,0.8,,,,,,,,,,,
553,Darwin Machís,VEN,MF,La Liga,31.0,21,10,785,4,0,1,1,Cádiz,1450000.0,0.27,2.35,0.0,2.44,32.95,0.605,1.72,2.8,0.63,2.26,6.86,2.08,0.45,0.99,0.18,0.27,,,,,,,,,,,
554,Darwin Núñez,URU,FW,Premier League,24.0,36,22,2047,11,8,0,1,Liverpool,8459249.0,0.54,4.85,0.33,3.66,21.75,0.71,2.28,2.5,0.87,8.87,9.16,1.01,0.14,0.62,0.36,1.48,,,,,,,,,,,
555,David Akpan Ankeye,NGA,FW,Serie A,22.0,6,0,57,0,0,0,0,Genoa,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
556,David Alaba,AUT,DF,La Liga,31.0,14,14,1154,0,1,0,0,Real Madrid,22500000.0,0.0,1.08,0.11,1.18,68.6,0.894,3.44,0.65,0.05,1.08,1.18,0.81,0.97,0.7,2.58,0.81,,,,,,,,,,,
557,David Brooks,WAL,"FW,MF",Premier League,26.0,13,2,282,1,1,0,0,Southampton,3039027.0,0.2,2.01,0.5,5.03,48.17,0.783,4.83,2.41,1.61,4.83,11.77,1.51,0.3,1.31,0.3,0.3,,,,,,,,,,,
558,David Datro Fofana,CIV,FW,Premier League,21.0,27,18,1561,5,1,0,0,Burnley,,0.31,2.7,0.05,2.7,18.47,0.689,1.83,2.24,1.98,4.99,6.11,1.17,0.05,0.71,0.66,1.58,,,,,,,,,,,
559,David García,ESP,DF,La Liga,30.0,27,27,2334,0,1,0,0,Osasuna,800000.0,0.0,0.55,0.03,0.69,51.47,0.828,4.97,0.76,0.1,0.86,0.14,1.07,0.83,1.38,4.66,3.42,,,,,,,,,,,
560,David Gil,ESP,GK,La Liga,30.0,4,3,282,0,0,0,0,Cádiz,330000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
561,David Jurásek,CZE,DF,Bundesliga,23.0,13,4,496,0,1,0,0,Hoffenheim,,0.0,0.61,0.15,1.82,49.61,0.607,1.97,1.97,0.61,1.06,5.29,2.87,0.61,1.36,3.93,0.76,,,,,,,,,,,
562,David López,ESP,DF,La Liga,34.0,24,24,1916,3,0,0,0,Girona,3750000.0,0.18,0.7,0.0,0.53,71.31,0.927,2.41,0.53,0.31,1.01,0.18,1.58,0.97,1.32,2.81,1.45,,,,,,,,,,,
563,David Mamutovic,GER,"DF,FW",Bundesliga,23.0,2,0,11,0,0,0,0,Mainz 05,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
564,David Okereke,NGA,"FW,MF",Serie A,26.0,8,3,246,0,0,0,0,Torino,770000.0,0.32,3.17,0.16,3.81,24.76,0.718,2.38,3.17,1.43,5.24,9.52,1.11,0.32,0.95,0.0,1.75,,,,,,,,,,,
565,David Ozoh,ENG,"MF,DF",Premier League,18.0,9,0,156,0,0,0,0,Crystal Palace,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
566,David Pereira da Costa,POR,MF,Ligue 1,23.0,25,17,1494,4,2,0,0,Lens,720000.0,0.27,1.65,0.11,2.93,43.83,0.78,4.36,3.19,0.96,2.45,5.8,0.96,1.06,1.22,0.48,0.32,,,,,,,,,,,
567,David Raum,GER,DF,Bundesliga,26.0,31,31,2739,2,8,0,0,RB Leipzig,7550000.0,0.08,0.45,0.29,3.36,68.66,0.732,4.08,2.36,0.48,1.48,7.52,1.99,0.98,1.69,2.62,0.77,,,,,,,,,,,
568,David Raya,ESP,GK,Premier League,28.0,32,32,2880,0,0,0,0,Arsenal,5135973.0,,,,,,0.0,,,,,,,,,,,0.74,7.17,2.5,5.0,35.13,3.4,3.33,46.1,1.34,1.62,17.3
569,David Soria,ESP,GK,La Liga,31.0,37,37,3330,0,0,0,0,Getafe,1510000.0,,,,,,0.0,,,,,,,,,,,1.33,7.29,1.67,3.0,36.93,6.83,8.63,58.5,0.37,1.6,17.5
570,David Zima,CZE,DF,Serie A,23.0,5,0,91,0,0,0,0,Slavia Prague,640000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
571,Davide Bartesaghi,ITA,"MF,DF",Serie A,18.0,6,0,79,0,0,0,0,Milan,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
572,Davide Bettella,ITA,MF,Serie A,24.0,1,0,3,0,0,0,0,AC Monza Brianza 1912,350000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
573,Davide Biraschi,ITA,DF,Serie A,29.0,1,1,90,1,0,0,0,Fatih Karagümrük SK,1300000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
574,Davide Calabria,ITA,DF,Serie A,27.0,28,25,2095,0,3,0,0,Milan,3700000.0,0.0,0.7,0.15,1.63,63.23,0.858,5.7,1.08,0.26,0.93,2.91,3.11,0.96,1.22,2.01,0.52,,,,,,,,,,,
575,Davide Faraoni,ITA,DF,Serie A,32.0,18,11,991,0,2,0,0,Fiorentina,930000.0,0.08,0.86,0.16,2.51,48.06,0.743,3.61,1.57,0.55,1.49,4.08,2.12,0.86,1.18,3.06,1.1,,,,,,,,,,,
576,Davide Frattesi,ITA,MF,Serie A,24.0,31,5,865,6,2,0,0,Internazionale,5190000.0,0.46,2.44,0.26,2.51,28.79,0.8,3.96,2.64,0.53,4.42,3.63,1.32,0.59,0.86,1.72,1.19,,,,,,,,,,,
577,Davide Zappacosta,ITA,DF,Serie A,31.0,30,22,1777,2,1,0,0,Atalanta,1670000.0,0.1,1.65,0.14,2.38,49.76,0.836,3.69,3.27,0.83,2.17,6.17,1.27,0.24,1.41,0.96,0.38,,,,,,,,,,,
578,Davie Selke,GER,FW,Bundesliga,29.0,19,16,1265,6,0,0,0,Köln,1500000.0,0.4,2.46,0.0,1.99,16.92,0.616,1.19,0.6,0.4,4.65,3.12,0.27,0.0,0.33,1.33,4.78,,,,,,,,,,,
579,Davinson Sánchez,COL,DF,Premier League,27.0,1,0,77,0,0,0,0,Galatasaray,3954969.0,0.0,0.79,0.23,1.24,64.03,0.85,4.29,1.13,0.23,1.02,0.0,1.69,1.24,1.69,3.84,2.82,,,,,,,,,,,
580,Davy Klaassen,NED,MF,Serie A,31.0,13,1,206,0,0,0,0,Internazionale,1920000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
581,Dawid Kownacki,POL,FW,Bundesliga,27.0,22,3,380,0,0,0,0,Werder Bremen,1600000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
582,Dayot Upamecano,FRA,DF,Bundesliga,25.0,25,19,1762,1,0,0,0,Bayern Munich,10000000.0,0.04,0.64,0.0,1.19,94.69,0.926,6.87,1.15,0.2,0.91,0.36,2.07,0.95,0.79,2.66,2.14,,,,,,,,,,,
583,Dean Henderson,ENG,GK,Premier League,27.0,18,18,1620,0,0,0,0,Crystal Palace,6042321.0,,,,,,0.0,,,,,,,,,,,1.76,6.55,0.0,1.76,30.65,4.7,6.18,47.0,0.13,1.0,14.2
584,Dean Huijsen,ESP,DF,Serie A,19.0,14,4,522,2,0,0,0,Roma,,0.34,1.03,0.0,1.38,82.41,0.874,3.45,0.69,0.17,1.38,2.59,1.72,0.69,1.21,4.66,1.55,,,,,,,,,,,
585,Declan Rice,ENG,MF,Premier League,25.0,38,37,3225,7,8,0,0,Arsenal,14501570.0,0.17,1.37,0.2,2.43,65.27,0.887,7.78,2.19,0.85,1.58,1.56,2.06,1.24,1.08,1.54,1.06,,,,,,,,,,,
586,Deiver Machado,COL,DF,Ligue 1,30.0,19,13,1124,4,0,0,0,Lens,540000.0,0.22,1.23,0.0,1.62,37.08,0.767,1.95,1.78,0.72,1.56,4.91,1.73,0.67,0.89,1.17,1.0,,,,,,,,,,,
587,Deivid Washington,BRA,"DF,FW",Premier League,18.0,2,0,13,0,0,0,0,Chelsea,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
588,Dejan Kulusevski,SWE,"FW,MF",Premier League,24.0,36,31,2762,8,3,0,0,Tottenham Hotspur,6646553.0,0.19,1.73,0.13,4.22,40.26,0.772,4.74,4.96,1.79,7.01,12.35,1.95,0.54,0.83,0.06,0.19,,,,,,,,,,,
589,Dejan Ljubicic,AUT,"FW,MF",Bundesliga,26.0,26,24,2048,0,2,0,0,Köln,840000.0,0.0,1.48,0.09,2.52,35.81,0.786,3.43,1.91,0.65,1.61,3.48,1.83,0.78,0.96,0.48,0.35,,,,,,,,,,,
590,Dejan Lovren,CRO,DF,Ligue 1,34.0,10,8,718,0,0,0,0,Lyon,4800000.0,0.0,0.75,0.0,0.5,55.15,0.843,2.51,0.63,0.0,0.88,0.13,1.13,1.5,0.75,4.64,3.01,,,,,,,,,,,
591,Demba Seck,SEN,MF,Serie A,23.0,20,8,723,0,0,0,0,Frosinone,740000.0,0.0,1.96,0.0,2.7,25.78,0.767,2.7,4.42,1.47,3.81,6.02,1.47,0.25,0.49,0.12,0.86,,,,,,,,,,,
592,Dembo Sylla,GUI,DF,Ligue 1,21.0,1,0,45,0,0,0,0,Rodez AF,,0.0,0.48,0.32,1.99,43.81,0.756,4.14,2.87,1.51,2.07,8.36,2.31,0.8,0.88,1.51,0.56,,,,,,,,,,,
593,Denis Genreau,AUS,"FW,MF",Ligue 1,24.0,9,5,464,0,0,0,0,Toulouse,180000.0,0.0,0.44,0.0,2.34,39.3,0.706,2.92,1.61,0.88,2.05,5.11,2.34,0.88,1.46,1.46,0.88,,,,,,,,,,,
594,Denis Huseinbasic,GER,MF,Bundesliga,22.0,26,18,1627,0,3,0,0,Köln,240000.0,0.0,0.65,0.16,2.16,43.36,0.85,5.12,2.0,0.59,0.7,1.62,2.05,0.7,1.4,0.75,0.49,,,,,,,,,,,
595,Denis Petrić,SRB,GK,Ligue 1,35.0,1,0,24,0,0,0,0,Nantes,240000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
596,Denis Suárez,ESP,"FW,MF",La Liga,30.0,4,1,133,0,0,0,0,Villarreal,3130000.0,0.0,0.58,0.0,3.69,50.54,0.754,5.44,2.14,1.56,1.36,3.3,2.92,0.19,0.78,0.97,0.19,,,,,,,,,,,
597,Denis Thomalla,GER,"FW,MF",Bundesliga,31.0,21,3,446,0,0,0,0,Heidenheim,720000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
598,Denis Zakaria,SUI,"MF,DF",Ligue 1,27.0,25,24,2137,4,0,0,0,Monaco,3900000.0,0.17,1.1,0.0,1.52,49.86,0.913,4.51,1.14,1.22,0.88,0.97,1.6,1.98,1.64,1.73,0.42,,,,,,,,,,,
599,Deniz Undav,GER,"FW,MF",Bundesliga,27.0,30,23,2089,18,10,0,1,Stuttgart,1200000.0,0.82,4.25,0.41,4.08,32.75,0.733,4.78,1.92,1.1,6.04,7.43,1.14,0.25,0.74,0.2,0.69,,,,,,,,,,,
600,Dennis Geiger,GER,MF,Bundesliga,25.0,3,0,64,0,0,0,0,Hoffenheim,2160000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
601,Denzel Dumfries,NED,DF,Serie A,28.0,30,18,1584,4,4,0,0,Internazionale,3210000.0,0.12,1.21,0.2,2.21,40.56,0.742,2.41,2.57,0.76,3.66,6.99,1.25,0.48,0.92,1.61,1.69,,,,,,,,,,,
602,Destiny Udogie,ITA,DF,Premier League,21.0,28,28,2391,2,3,0,0,Tottenham Hotspur,4531741.0,0.07,0.39,0.11,2.26,53.01,0.86,5.58,3.18,1.02,2.61,5.15,2.51,1.41,0.99,2.86,0.88,,,,,,,,,,,
603,Diadie Samassékou,MLI,MF,La Liga,28.0,4,0,66,0,0,0,0,Cádiz,3900000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
604,Didier Lamkel Zé,CMR,"FW,MF",Ligue 1,27.0,9,7,550,1,0,0,0,Metz,450000.0,0.16,1.8,0.0,2.45,31.09,0.721,3.11,2.45,0.98,2.45,3.76,1.15,0.0,0.65,1.8,2.13,,,,,,,,,,,
605,Diego Carlos,BRA,DF,Premier League,31.0,27,20,1816,0,0,0,0,Aston Villa,6042321.0,0.0,0.47,0.0,0.42,66.07,0.882,3.02,0.21,0.1,1.15,0.05,1.41,0.68,1.15,3.86,1.1,,,,,,,,,,,
606,Diego Coppola,ITA,DF,Serie A,20.0,22,16,1454,2,0,0,0,Verona,460000.0,0.12,0.67,0.0,0.43,40.18,0.775,2.26,0.06,0.0,1.04,0.0,2.08,1.28,1.47,5.25,4.64,,,,,,,,,,,
607,Diego Demme,GER,MF,Serie A,32.0,2,1,73,0,0,0,0,Napoli,3210000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
608,Diego Iturralde,ESP,DF,La Liga,21.0,1,0,37,0,0,0,0,Sevilla,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
609,Diego Llorente,ESP,DF,Serie A,30.0,29,27,2170,1,1,0,0,Roma,3460000.0,0.03,0.31,0.06,0.86,66.09,0.907,3.19,0.77,0.09,0.46,0.18,1.41,1.11,1.53,3.38,2.03,,,,,,,,,,,
610,Diego López,ESP,"FW,MF",La Liga,22.0,35,29,2588,3,6,0,0,Valencia,,0.2,1.4,0.2,2.64,27.63,0.644,2.47,2.61,1.07,3.27,6.35,1.07,0.67,0.9,0.43,1.4,,,,,,,,,,,
611,Diego Mariño,ESP,GK,La Liga,34.0,1,1,90,0,0,0,0,Almería,280000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
612,Diego Moreira,POR,"FW,MF",Ligue 1,19.0,7,4,270,0,0,0,0,Chelsea,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
613,Diego Méndez,ESP,MF,La Liga,20.0,1,0,5,0,0,0,0,Rayo Vallecano,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
614,Diego Rico,ESP,DF,La Liga,31.0,32,28,2535,0,7,0,0,Getafe,1200000.0,0.0,0.61,0.24,2.03,52.48,0.667,4.2,1.02,0.37,0.2,2.77,2.27,1.42,0.95,2.84,1.02,,,,,,,,,,,
615,Dilane Bakwa,FRA,"FW,MF",Ligue 1,21.0,31,25,2177,3,6,0,0,Strasbourg,700000.0,0.12,1.82,0.25,4.42,35.64,0.681,3.8,3.89,2.15,3.1,8.43,1.24,0.83,1.07,0.45,0.5,,,,,,,,,,,
616,Dimitri Foulquier,FRA,"MF,DF",La Liga,31.0,32,18,1752,0,0,0,0,Valencia,1870000.0,0.0,0.37,0.0,1.36,51.17,0.725,3.56,2.3,1.15,0.94,3.4,1.94,0.63,0.52,2.77,0.58,,,,,,,,,,,
617,Dimitry Bertaud,COD,GK,Ligue 1,25.0,4,4,360,0,0,0,0,Montpellier,120000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
618,Diogo Dalot,POR,DF,Premier League,25.0,36,35,3174,2,3,0,0,Manchester United,5135973.0,0.02,0.79,0.07,2.13,52.34,0.804,3.22,1.68,0.94,1.44,3.49,2.13,1.01,1.31,3.04,1.01,,,,,,,,,,,
619,Diogo Jota,POR,FW,Premier League,27.0,21,14,1145,10,3,0,0,Liverpool,8459249.0,0.9,3.19,0.18,3.44,29.42,0.736,2.47,3.92,1.15,8.26,8.98,1.75,0.42,0.66,0.24,1.39,,,,,,,,,,,
620,Diogo Leite,POR,DF,Bundesliga,25.0,32,31,2702,0,0,0,0,Union Berlin,340000.0,0.0,0.41,0.0,0.79,52.71,0.799,3.99,0.6,0.22,0.79,0.24,1.79,1.38,1.63,5.05,2.39,,,,,,,,,,,
621,Dion Drena Beljo,CRO,"FW,MF",Bundesliga,22.0,26,3,581,2,0,0,0,Augsburg,,0.26,2.49,0.0,2.89,23.75,0.718,2.62,2.49,1.44,5.25,5.12,0.0,0.13,1.31,0.79,3.02,,,,,,,,,,,
622,Dion Lopy,SEN,MF,La Liga,22.0,30,23,1916,0,0,0,0,Almería,480000.0,0.0,1.08,0.0,2.02,41.75,0.847,4.35,1.03,1.35,0.45,0.9,2.96,0.72,1.08,0.99,1.39,,,,,,,,,,,
623,Dion Moise Sahi,CIV,"FW,MF",Ligue 1,22.0,18,7,628,3,1,0,0,Strasbourg,270000.0,0.43,3.44,0.14,1.58,25.08,0.783,3.01,1.86,0.57,4.16,6.02,0.72,0.14,1.58,1.0,0.72,,,,,,,,,,,
624,Divin Mubama,ENG,FW,Premier League,19.0,5,0,80,0,0,0,0,West Ham United,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
625,Divock Origi,BEL,FW,Premier League,29.0,20,6,606,0,1,0,0,Nottingham Forest,7250785.0,0.0,2.01,0.14,2.3,21.28,0.642,2.16,3.02,1.44,3.74,6.04,0.86,0.29,0.86,0.72,1.58,,,,,,,,,,,
626,Djaoui Cissé,FRA,MF,Ligue 1,20.0,2,0,4,0,0,0,0,Rennes,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
627,Djed Spence,ENG,DF,Serie A,23.0,15,8,831,0,0,0,0,Genoa,,0.0,0.24,0.0,1.09,35.22,0.79,2.67,2.06,1.21,1.7,3.04,1.94,0.85,2.06,2.79,1.21,,,,,,,,,,,
628,Djené,TOG,"MF,DF",La Liga,32.0,32,29,2414,0,0,0,0,Getafe,2200000.0,0.0,0.24,0.0,0.82,39.81,0.766,3.59,0.58,0.68,0.44,0.75,1.23,0.96,1.16,2.36,1.4,,,,,,,,,,,
629,Djibril Sow,SUI,MF,La Liga,27.0,24,18,1460,1,1,0,0,Sevilla,4170000.0,0.05,0.86,0.05,2.12,40.32,0.855,4.01,1.22,0.23,1.76,2.21,1.53,0.81,1.08,0.59,0.86,,,,,,,,,,,
630,Dodi Lukebakio,BEL,"FW,MF",La Liga,26.0,22,11,1047,5,1,0,0,Sevilla,3000000.0,0.35,2.91,0.07,4.36,29.17,0.758,2.36,3.95,2.56,5.13,9.01,0.49,0.21,0.62,0.35,0.83,,,,,,,,,,,
631,Dodô,BRA,DF,Serie A,25.0,8,6,433,0,0,0,0,Fiorentina,1920000.0,0.0,0.61,0.0,3.99,70.22,0.806,7.51,5.98,2.15,1.38,7.51,1.23,1.23,0.77,1.07,0.61,,,,,,,,,,,
632,Domagoj Bradarić,CRO,DF,Serie A,24.0,34,30,2749,0,3,0,0,Salernitana,1280000.0,0.0,0.6,0.09,1.95,50.31,0.772,2.46,1.89,0.63,0.72,3.84,0.91,1.01,0.72,2.08,0.76,,,,,,,,,,,
633,Domenico Berardi,ITA,FW,Serie A,29.0,17,17,1431,9,3,5,5,Sassuolo,5560000.0,0.27,3.01,0.16,4.19,40.89,0.643,5.31,2.63,0.59,4.51,8.21,0.91,0.91,0.97,0.7,0.54,,,,,,,,,,,
634,Domingos André Ribeiro Almeida,POR,"FW,MF",La Liga,23.0,17,11,875,2,1,0,0,Valencia,600000.0,0.16,1.13,0.08,3.3,40.33,0.762,5.47,2.66,1.45,1.61,2.82,2.33,0.72,1.29,0.4,0.4,,,,,,,,,,,
635,Domingos Duarte,POR,DF,La Liga,29.0,15,11,907,0,0,0,0,Getafe,1080000.0,0.0,0.1,0.0,0.39,37.27,0.772,4.6,0.68,0.1,0.59,0.0,0.68,0.78,0.68,2.84,1.47,,,,,,,,,,,
636,Domingos Quina,POR,MF,Serie A,24.0,2,0,13,0,0,0,0,FC Vizela,380000.0,0.0,1.63,0.41,1.63,34.21,0.802,3.67,1.9,1.9,1.49,5.57,2.04,0.54,1.22,0.54,0.54,,,,,,,,,,,
637,Dominic Calvert-Lewin,ENG,FW,Premier League,27.0,32,26,2171,7,2,2,2,Everton,6042321.0,0.21,2.94,0.08,2.19,18.37,0.565,1.3,1.51,0.55,5.34,5.09,0.59,0.17,0.59,1.56,5.89,,,,,,,,,,,
638,Dominic Sadi,ENG,FW,Premier League,20.0,1,0,1,0,0,0,0,Bournemouth,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
639,Dominic Solanke,ENG,FW,Premier League,26.0,38,37,3325,19,3,2,3,Bournemouth,3021160.0,0.44,2.8,0.08,2.1,15.19,0.741,1.63,1.5,1.09,5.75,5.03,0.62,0.23,0.65,1.22,2.59,,,,,,,,,,,
640,Dominik Greif,SVK,GK,La Liga,27.0,1,1,90,0,0,0,0,Mallorca,300000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
641,Dominik Kohr,GER,"MF,DF",Bundesliga,30.0,31,27,2184,1,0,0,0,Mainz 05,1800000.0,0.04,1.07,0.0,1.15,47.57,0.769,4.04,0.87,0.28,1.23,1.03,2.65,1.7,1.39,2.3,1.62,,,,,,,,,,,
642,Dominik Szoboszlai,HUN,MF,Premier League,23.0,33,25,2104,3,2,0,0,Liverpool,7250785.0,0.18,2.7,0.11,4.62,66.46,0.829,6.75,3.02,0.92,3.09,6.85,1.38,0.71,1.56,0.64,0.5,,,,,,,,,,,
643,Dominique Heintz,GER,DF,Bundesliga,30.0,12,6,568,0,0,0,0,Köln,1000000.0,0.0,0.14,0.0,1.98,62.26,0.814,4.25,1.42,0.42,0.28,2.26,2.12,0.57,0.99,3.54,1.98,,,,,,,,,,,
644,Donny van de Beek,NED,"FW,MF",Bundesliga,27.0,9,4,360,0,0,0,0,Eintracht Frankfurt,1800000.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
645,Donyell Malen,NED,"FW,MF",Bundesliga,25.0,27,21,1781,13,1,0,0,Dortmund,6000000.0,0.5,3.76,0.04,3.49,28.04,0.752,3.07,3.91,1.96,5.75,8.48,0.5,0.08,0.65,0.54,0.38,,,,,,,,,,,
646,Douglas,BRA,MF,Ligue 1,27.0,25,22,1772,0,0,0,0,Nantes,,0.0,0.82,0.0,1.89,52.58,0.869,5.38,0.61,0.05,0.72,0.92,3.58,1.33,1.13,1.54,0.41,,,,,,,,,,,
647,Douglas Luiz,BRA,MF,Premier League,26.0,35,35,2993,9,5,4,4,Aston Villa,4531741.0,0.18,1.37,0.18,3.57,62.09,0.851,5.06,1.84,0.73,1.14,1.49,1.81,0.7,1.02,0.64,0.76,,,,,,,,,,,
648,Duje Ćaleta-Car,CRO,DF,Ligue 1,27.0,24,22,1993,0,0,0,0,Lyon,2420000.0,0.0,0.28,0.0,0.57,54.1,0.874,2.88,0.24,0.05,0.95,0.05,1.23,0.8,1.28,4.16,2.41,,,,,,,,,,,
649,Duván Zapata,COL,FW,Serie A,33.0,36,35,2908,13,4,0,0,Torino,4630000.0,0.38,3.16,0.13,2.49,24.08,0.65,1.6,2.24,1.05,6.36,7.82,0.51,0.19,0.64,0.64,3.93,,,,,,,,,,,
650,Dušan Vlahović,SRB,FW,Serie A,24.0,31,26,2226,16,4,2,4,Juventus,12960000.0,0.57,4.32,0.15,2.92,20.63,0.7,1.86,1.4,0.76,6.03,6.83,0.38,0.04,0.19,0.49,1.59,,,,,,,,,,,
