Player Name,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Loïc Bade,Sevilla,3300000,0,0.58,0.03,0.72,50.5,0.829,2.77,0.41,0.27,0.96,0.03,2.46,1.5,0.99,4.65,3.11,,,,,,,,,,,
Milan Badelj,Genoa,1790000,0.04,0.77,0.11,2.09,50.48,0.809,5.46,0.66,0.62,0.66,1.28,1.83,1.8,1.61,1.94,0.44,,,,,,,,,,,
Matthias Bader,Darmstadt 98,700000,0.05,0.89,0.11,2.42,46.05,0.757,3.47,1.84,0.74,1.21,3.36,2.47,1.31,1.05,1.05,0.58,,,,,,,,,,,
Benoît Badiashile,Chelsea,5438089,0,0.43,0.07,1.59,79.9,0.91,3.17,0.14,0,0.65,0.22,1.44,1.3,1.44,4.4,1.95,,,,,,,,,,,
Alex Baena,Villarreal,2000000,0.12,2.42,0.46,5.22,43.27,0.711,5.72,2.89,0.89,3.64,6.21,1.18,0.58,0.64,0.58,0.29,,,,,,,,,,,
Jaime Báez,Frosinone,760000,0.18,1.62,0,2.89,36.07,0.7,5.23,2.16,0.9,2.53,7.03,0.72,0.72,0.9,0.18,0.72,,,,,,,,,,,
Leon Bailey,Aston Villa,7250785,0.41,2.3,0.37,4.15,33.36,0.716,3.41,4.28,2.47,5.51,9.46,0.66,0.41,0.74,0.29,0.62,,,,,,,,,,,
Eric Bailly,Villarreal,3130000,0,0.19,0,0.19,44.31,0.864,2.22,0.37,0.74,0.28,0.19,0.56,0.83,0.83,4.25,1.57,,,,,,,,,,,
Stefan Bajcetic,Liverpool,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Nedim Bajrami,Sassuolo,1540000,0.13,2.26,0.13,3.89,32.22,0.719,3.39,3.33,1.19,3.08,5.28,1,0.44,0.44,0.5,0.13,,,,,,,,,,,
Cédric Bakambu,Real Betis,1200000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Tiemoué Bakayoko,Lorient,2500000,0.14,0.82,0.07,0.89,43.63,0.863,3.7,0.96,0.34,1.03,1.03,2.33,1.78,0.68,1.03,1.64,,,,,,,,,,,
Mitchel Bakker,Atalanta,2820000,0.12,0.58,0,1.52,48.97,0.764,2.69,1.99,1.29,1.4,5.03,1.05,0.94,1.17,0.94,0.47,,,,,,,,,,,
Ridle Baku,Wolfsburg,1800000,0.04,1.15,0,2.55,48.36,0.759,3.82,1.74,0.76,2.46,5.91,1.7,0.89,1.23,2.12,0.93,,,,,,,,,,,
Dilane Bakwa,Strasbourg,700000,0.12,1.82,0.25,4.42,35.64,0.681,3.8,3.89,2.15,3.1,8.43,1.24,0.83,1.07,0.45,0.5,,,,,,,,,,,
Tommaso Baldanzi,Roma,2000000,0.13,1.82,0,3.9,32.18,0.803,3.37,2.56,1.01,2.89,5.92,0.94,0.2,0.54,0.34,0.07,,,,,,,,,,,
Alejandro Balde,Barcelona,1670000,0,0.47,0.05,1.75,57.83,0.858,3.35,5.48,1.51,2.93,9.31,1.46,0.28,0.9,1.32,0.66,,,,,,,,,,,
George Baldock,Sheffield United,604232,0,0.09,0.09,1.49,36.87,0.733,2.88,0.84,0.56,0.84,2.23,1.67,0.93,1.3,3.07,1.21,,,,,,,,,,,
Carlos Baleba,Brighton & Hove Albion,,0,1.53,0,1.06,54.54,0.904,3.46,1.23,0.94,0.59,1.06,2.64,1.17,2.17,1.88,1.82,,,,,,,,,,,
Leonardo Balerdi,Marseille,990000,0.05,0.42,0,0.89,60.83,0.852,4.22,0.57,0.44,0.55,0.16,3.21,2.11,1.36,3.73,2.37,,,,,,,,,,,
Iván Balliu,Rayo Vallecano,450000,0,0.32,0.03,1.53,47.4,0.754,3.08,1.79,0.26,0.98,3.43,1.41,0.86,0.89,2.04,0.98,,,,,,,,,,,
Fodé Ballo-Touré,Fulham,1963754,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Folarin Balogun,Monaco,5750000,0.43,3.54,0.24,3.11,20.07,0.735,1.72,1.77,0.62,7.18,10.2,0.62,0.14,0.48,0.34,0.48,,,,,,,,,,,
Jonathan Bamba,Celta Vigo,4160000,0.12,1.92,0.12,3.51,36.11,0.768,3.71,4.73,1.8,4.2,8.45,0.65,0.78,0.94,0.53,0.33,,,,,,,,,,,
Mohamed Bamba,Lorient,,0.6,3.01,0.09,1.8,19.06,0.73,1.03,1.72,0.94,5.75,5.32,1.12,0.09,0.6,0.26,1.63,,,,,,,,,,,
Samuel Bamba,Dortmund,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Lameck Banda,Lecce,,0.18,3.38,0.24,3.99,23.01,0.724,1.69,4.95,2.84,4.23,8.94,1.81,0.3,1.15,0.48,0.54,,,,,,,,,,,
Daniel Bandeira,Verona,650000,0.11,0.89,0.22,2.67,49.79,0.821,5.35,1.56,1.89,0.56,1,1.23,1.23,1.11,1.45,1.45,,,,,,,,,,,
Mamady Bangré,Troyes,120000,0.38,2.14,0.5,4.28,33.48,0.786,3.78,3.02,1.76,5.41,8.94,1.64,0.25,0.76,0.25,0.25,,,,,,,,,,,
Mattia Bani,Genoa,1300000,0.08,0.35,0,0.27,44.96,0.835,1.44,0.2,0.04,0.66,0.16,1.01,0.86,1.99,4.53,1.91,,,,,,,,,,,
Léo Baptistão,Almería,600000,0.32,2.48,0,1.74,27.66,0.63,2.16,1.26,0.53,3.43,4.37,1.11,0.53,0.63,1.11,2.48,,,,,,,,,,,
Shandon Baptiste,Brentford,906348,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Antonín Barák,Fiorentina,2780000,0.2,2.13,0.3,3.44,39.79,0.85,3.64,2.02,0.71,3.95,6.78,0.61,0.2,0.71,0.4,1.42,,,,,,,,,,,
Francisco Barbosa,Real Betis,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Valentín Barco,Brighton & Hove Albion,1510580,0.18,1.59,0.09,3.09,47.34,0.722,5.3,3.71,2.91,2.21,6.98,1.32,0.62,0.88,0.71,0.09,,,,,,,,,,,
Bradley Barcola,Paris Saint-Germain,6600000,0.19,2.08,0.38,4.2,35.24,0.773,3.63,5.6,3.03,7.15,12.98,2.04,0.83,1.67,0.72,0.91,,,,,,,,,,,
Melvin Bard,Nice,200000,0.03,0.51,0.06,1.7,61.08,0.816,3.9,2.11,1.28,0.8,3.58,2.46,1.6,1.57,1.63,0.83,,,,,,,,,,,
Nicolò Barella,Internazionale,9260000,0.08,1.28,0.1,4.29,65.7,0.844,8.56,2.08,0.82,1.88,4.42,1.77,0.41,1.08,0.49,0.8,,,,,,,,,,,
Kike Barja,Osasuna,420000,0,1.3,0.19,3.71,32.1,0.699,2.23,4.64,2.78,3.9,11.13,1.67,0.37,0.93,0.56,0.74,,,,,,,,,,,
Ross Barkley,Luton Town,1812696,0.2,2.32,0.13,3.84,50.76,0.823,5.7,1.72,2.25,1.42,1.39,1.66,0.89,0.83,1.69,1.39,,,,,,,,,,,
Aymen Barkok,Hertha BSC,840000,0.11,0.96,0,3.21,39.44,0.816,4.28,2.03,1.07,1.5,2.03,2.57,1.39,0.96,1.82,1.28,,,,,,,,,,,
Harvey Barnes,Newcastle United,4833857,0.53,3.06,0.32,3.37,30.56,0.769,3.58,4.95,0.74,6.74,8.85,0.74,0.42,0,0.53,0.42,,,,,,,,,,,
Leandro Barreiro Martins,Mainz 05,1680000,0.13,1.27,0.03,2,31.68,0.734,3.14,0.77,0.5,2.37,1.67,2.2,1.3,1.6,1.97,1.3,,,,,,,,,,,
Enzo Barrenechea,Frosinone,,0,0.65,0.03,1.43,61.46,0.852,4.88,0.34,0.27,0.44,0.82,2.15,0.89,1.54,1.98,1.6,,,,,,,,,,,
Ander Barrenetxea,Real Sociedad,1560000,0.24,2.54,0.14,3.16,36.25,0.692,2.97,4.17,2.83,5.27,11.32,2.11,0.29,1.01,0.34,0.91,,,,,,,,,,,
Pablo Barrios,Atlético Madrid,,0.05,1.07,0.09,2.41,51.64,0.838,5.57,2,1.81,0.98,3.25,2.46,1.63,1.11,1.44,0.84,,,,,,,,,,,
Davide Bartesaghi,Milan,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Marc Bartra,Real Betis,2400000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Federico Baschirotto,Lecce,1110000,0,0.48,0.03,0.61,48.01,0.834,2.53,0.72,0,0.66,0.08,0.56,0.59,1.12,4.02,2.5,,,,,,,,,,,
Steven Baseya,Strasbourg,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Chris Basham,Sheffield United,906348,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Toma Bašić,Salernitana,1790000,0,0.92,0,2.17,41.36,0.826,4.35,1,0.92,0.5,1.34,1.5,1.09,1.42,2.17,0.67,,,,,,,,,,,
Calvin Bassey,Fulham,2719044,0.04,0.2,0,0.61,66.21,0.859,2.48,0.61,0.45,0.37,0.16,1.87,1.14,1.26,3.42,1.22,,,,,,,,,,,
Alessandro Bastoni,Internazionale,10190000,0.03,0.56,0.09,2.17,73.99,0.859,4.9,2.05,0.41,1.14,2.55,1.58,0.88,1,2.14,1.5,,,,,,,,,,,
Simone Bastoni,Empoli,460000,0.14,0.84,0,2.38,46.26,0.68,3.63,1.68,0.56,1.4,3.77,2.93,1.54,0.98,2.52,1.12,,,,,,,,,,,
Augusto Batalla,Granada,780000,,,,,,0,,,,,,,,,,,1.65,6.74,,1.76,43.18,4.58,7.18,55.9,0.84,1.06,14.2
Daniel Batz,Mainz 05,220000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Maximilian Bauer,Augsburg,300000,0.1,0.4,0,0.5,50.96,0.86,2.58,0.2,0.2,0.5,0.1,2.28,1.09,1.49,3.18,1.79,,,,,,,,,,,
Elias Baum,Eintracht Frankfurt,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Oliver Baumann,Hoffenheim,3500000,,,,,,0,,,,,,,,,,,1.91,6.96,6,0.57,44.43,3.37,7.6,45.8,0.55,2,16.1
Christoph Baumgartner,RB Leipzig,2500000,0.33,2.61,0.07,3.39,34.33,0.738,3.59,2.74,1.11,5.09,6.07,1.96,0.52,1.5,1.11,1.89,,,,,,,,,,,
Bebé,Rayo Vallecano,280000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ihlas Bebou,Hoffenheim,2700000,0.47,2.19,0.21,2.66,26.96,0.698,1.88,2.09,1.41,3.96,7.93,1.2,0.63,0.63,0.89,1.62,,,,,,,,,,,
Mohamed Bechikh,Strasbourg,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Adrian Beck,Heidenheim,180000,0.09,1.11,0.09,2.68,39.83,0.722,2.68,1.57,1.94,2.86,3.97,2.03,0.37,1.57,1.39,1.66,,,,,,,,,,,
Owen Beck,Dundee,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sheraldo Becker,Real Sociedad,1400000,0.2,2.56,0.15,3.25,32.23,0.617,2.21,4.04,0.69,4.18,10.09,0.3,0.15,0.44,0.15,0.34,,,,,,,,,,,
Chris Bedia,Union Berlin,600000,0.33,1.83,0,1.83,12.79,0.766,0.83,0.5,0.66,4.48,3.82,0.66,0,0.66,0.33,1.83,,,,,,,,,,,
Donny van de Beek,Eintracht Frankfurt,1800000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Yanis Begraoui,Pau FC,290000,0.23,2.26,0.15,2.79,27.06,0.713,2.79,2.56,1.28,4.45,9.27,1.06,0.6,0.75,0.3,0.83,,,,,,,,,,,
Kevin Behrens,Wolfsburg,720000,0.19,2.39,0.04,2.36,24.53,0.628,3.01,0.89,0.31,4.87,6.37,0.7,0.42,0.89,1.35,6.06,,,,,,,,,,,
Maximilian Beier,Hoffenheim,1000000,0.58,3.01,0.04,2.82,20.66,0.695,1.16,2.32,1.24,5.37,8.49,0.73,0.31,0.77,0.46,0.77,,,,,,,,,,,
Jérémie Bela,Clermont Foot,660000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Reda Belahyane,Verona,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Amari'i Bell,Luton Town,604232,0,0.1,0,1.31,43.69,0.772,3.98,1.67,0.52,0.26,0.52,2.62,1.31,1.73,3.14,1.05,,,,,,,,,,,
Stefan Bell,Mainz 05,1800000,0,0.43,0,0.64,46.98,0.795,2.78,0,0.21,0.86,0.43,1.18,0.64,1.28,4.49,3,,,,,,,,,,,
Alaa Bellaarouch,Strasbourg,640000,,,,,,0,,,,,,,,,,,1.71,6.14,3.33,1.43,36.07,3.55,3.5,34.3,0.97,1.5,13.7
Raoul Bellanova,Torino,2220000,0.03,0.9,0.18,2.72,46.35,0.778,2.9,4.1,1.26,1.83,5.86,1.14,0.48,0.6,0.96,0.9,,,,,,,,,,,
Jean-Ricner Bellegarde,Wolverhampton Wanderers,2114812,0.32,1.9,0.19,2.97,33.08,0.771,4.11,3.29,1.77,2.59,4.36,1.52,0.89,1.52,0.82,0.44,,,,,,,,,,,
Héctor Bellerín,Real Betis,3120000,0,0.05,0.05,1.57,52.89,0.779,4.39,1.78,0.89,1.25,4.55,1.57,1.25,0.84,2.04,0.89,,,,,,,,,,,
Jude Bellingham,Real Madrid,20830000,0.63,2.36,0.29,4.11,58.2,0.883,7.36,3.42,1.93,4.95,6.81,1.7,0.81,1.73,0.6,0.95,,,,,,,,,,,
Jeanuël Belocian,Rennes,,0,0.14,0.05,0.72,51.81,0.884,3.52,0.87,0.34,0.24,2.17,1.88,0.72,1.16,2.85,0.63,,,,,,,,,,,
Andrea Belotti,Fiorentina,2590000,0.31,2.46,0.09,2.68,19.79,0.7,1.19,1.45,0.53,4.44,6.07,1.14,0.18,0.75,0.66,2.99,,,,,,,,,,,
Fran Beltrán,Celta Vigo,2000000,0,0.75,0,1.87,49.19,0.865,4.83,1.05,0.45,0.45,1.12,2.06,0.67,1.01,1.23,0.49,,,,,,,,,,,
Lucas Beltrán,Fiorentina,,0.54,2.28,0.15,3.66,26.52,0.729,2.62,1.43,0.84,4.85,6.98,1.09,0.25,0.84,0.3,1.19,,,,,,,,,,,
Eliesse Ben Seghir,Monaco,,0.18,2.56,0.18,3.47,42.35,0.828,3.83,4.75,1.1,4.56,9.86,1.64,0.37,1.1,0.55,0.73,,,,,,,,,,,
Anis Ben Slimane,Sheffield United,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Wissam Ben Yedder,Monaco,7800000,0.55,2.54,0.07,3.09,29.34,0.746,3.71,2.02,0.66,6.03,8.75,0.18,0.29,0.63,0.04,0.63,,,,,,,,,,,
Carlos Benavídez,Alavés,330000,0.25,1.17,0.08,1.76,36.84,0.705,4.86,0.75,0.17,0.92,0.42,4.69,1.59,1.09,2.51,2.76,,,,,,,,,,,
Ismaël Bennacer,Milan,7040000,0.08,1.08,0.15,2.78,65.48,0.88,6.09,2.01,1.16,0.85,2.39,2.24,0.77,0.77,0.69,0.93,,,,,,,,,,,
Saïd Benrahma,Lyon,3323277,0.16,2.88,0.21,4.05,39.62,0.712,3.62,5.22,1.97,4.9,11.93,1.17,0.32,0.85,0.53,0.11,,,,,,,,,,,
Ramy Bensebaini,Dortmund,4500000,0,1.26,0,2.16,70.65,0.825,5.47,1.38,1.08,1.5,4.93,3.3,1.44,2.4,2.94,1.32,,,,,,,,,,,
Nabil Bentaleb,Lille,1000000,0,0.46,0.14,1.83,66.71,0.86,6.31,0.59,0.64,0.32,0.92,2.24,1.65,1.46,1.42,1.1,,,,,,,,,,,
Rodrigo Bentancur,Tottenham Hotspur,4531741,0.1,1.65,0.1,2.71,71.81,0.836,6.58,1.55,1.06,2.81,3,2.03,1.35,1.45,1.45,1.16,,,,,,,,,,,
Daniel Bentley,Wolverhampton Wanderers,604232,,,,,,0,,,,,,,,,,,1.52,5.79,,2.5,37.1,3.45,8.18,35.9,0.55,0.57,10.2
Lucas Beraldo,Paris Saint-Germain,3270000,0.07,0.33,0,0.94,81.18,0.886,3.01,0.33,0.33,0.53,0.2,2.2,1.6,1.2,2.34,2,,,,,,,,,,,
Domenico Berardi,Sassuolo,5560000,0.27,3.01,0.16,4.19,40.89,0.643,5.31,2.63,0.59,4.51,8.21,0.91,0.91,0.97,0.7,0.54,,,,,,,,,,,
Yuri Berchiche,Athletic Club,4280000,0.13,0.88,0.04,1.89,61.39,0.83,6.43,1.6,0.46,1.51,3.66,1.64,0.92,1.3,2.65,1.64,,,,,,,,,,,
Álex Berenguer,Athletic Club,1700000,0.35,2.02,0.1,3.84,34.93,0.623,2.07,3.74,1.72,4.39,8.63,1.56,0.3,1.62,0.5,1.06,,,,,,,,,,,
Bartosz Bereszyński,Empoli,830000,0,0.15,0.1,1.03,44.61,0.782,3.56,0.83,0.62,0.15,1.08,2.17,1.19,1.19,2.74,1.19,,,,,,,,,,,
Jóhann Berg Guðmundsson,Burnley,2114812,0.08,1.1,0.24,3.84,40.17,0.729,4.32,0.94,0.31,1.88,5.02,1.02,1.26,1.1,1.26,1.1,,,,,,,,,,,
Sander Berge,Burnley,2416928,0.03,0.77,0.06,1.91,44.24,0.873,4.79,1.88,0.62,1.24,0.86,2.35,0.71,1.48,1.85,1.95,,,,,,,,,,,
Etrit Berisha,Empoli,740000,,,,,,0,,,,,,,,,,,1.79,6.89,3.33,2.86,38,3.48,6.43,40.8,0.47,0.71,12.4
Medon Berisha,Lecce,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Mergim Berisha,Hoffenheim,3500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Isaac Bernal,Sevilla,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Bernardo,Bochum,1200000,0.03,0.86,0,1.3,49.64,0.716,3.78,0.76,0.32,1.52,1.14,2.92,1.71,2,3.72,4.45,,,,,,,,,,,
Victor Bernth Kristiansen,Bologna,,0,0.24,0.12,1.71,65.85,0.841,4.91,0.93,0.45,0.53,2.92,1.99,0.49,1.38,1.71,0.93,,,,,,,,,,,
Matúš Bero,Bochum,700000,0.06,1.67,0.06,1.45,27.79,0.655,2.28,0.5,0.17,1.84,3.9,1.67,0.61,1.34,1.28,0.61,,,,,,,,,,,
Luke Berry,Luton Town,604232,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Dimitry Bertaud,Montpellier,120000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jan-Niklas Beste,Heidenheim,290000,0.25,1.68,0.36,4.11,32.47,0.576,2,2.68,1,1.97,4.58,2.61,0.64,1.64,1.11,0.29,,,,,,,,,,,
Beto,Everton,3021160,0.22,3.48,0,3.11,15.7,0.632,1.26,1.19,1.33,5.26,5.19,1.11,0.22,0.96,1.41,3.85,,,,,,,,,,,
Davide Bettella,AC Monza Brianza 1912,350000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sam Beukema,Bologna,900000,0.04,0.41,0.04,0.66,71.38,0.893,2.73,0.52,0.15,0.48,0.18,1,0.55,1.22,3.54,1.62,,,,,,,,,,,
Jordan Beyer,Burnley,181270,0,0.36,0.07,0.73,62.8,0.89,1.82,0.66,0.29,0.58,0.07,2.55,1.17,1.6,4.96,2.04,,,,,,,,,,,
Pep Biel,Augsburg,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jaka Bijol,Udinese,1030000,0,0.65,0,0.3,38,0.798,1.9,0.26,0.04,1.25,0.04,1.94,1.08,1.6,6,3.45,,,,,,,,,,,
El Bilal Touré,Atalanta,1920000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Philip Billing,Bournemouth,2719044,0.12,1.78,0.12,2.82,36.34,0.762,3.38,1.29,0.86,3.81,3.99,2.15,1.23,1.78,1.78,2.33,,,,,,,,,,,
Cristiano Biraghi,Fiorentina,3150000,0.04,0.59,0.13,2.85,71.74,0.751,5.08,2.22,0.17,0.55,4.37,1.81,0.59,1.22,1.51,0.29,,,,,,,,,,,
Davide Biraschi,Fatih Karagümrük SK,1300000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Samuele Birindelli,AC Monza Brianza 1912,830000,0,1.09,0.09,2.1,50.81,0.811,3.24,2.96,0.55,1.91,5.88,1.41,0.82,1.5,1.96,0.36,,,,,,,,,,,
Tom Bischof,Hoffenheim,120000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Yves Bissouma,Tottenham Hotspur,3323277,0,1.01,0,1.93,79.4,0.918,7.25,1.85,1.17,0.77,0.64,3.38,1.61,1.25,1.85,0.56,,,,,,,,,,,
Leonardo Bittencourt,Werder Bremen,2500000,0.05,1.65,0.11,2.47,47.28,0.804,4.83,3.46,0.99,1.81,4.17,2.58,0.66,0.99,0.38,0.33,,,,,,,,,,,
Marco Bizot,Brest,910000,,,,,,0,,,,,,,,,,,1.12,7.41,2.5,3.64,36.16,3.87,6.06,46.6,0.49,1.24,15.4
Antonio Blanco,Alavés,,0,0.77,0.04,1.66,39.53,0.772,5.05,0.77,0.73,0.69,0.85,2.23,1.31,0.96,1.12,0.77,,,,,,,,,,,
Rubén Blanco,Marseille,2500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Hendry Blank,Red Bull Salzburg,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ludovic Blas,Rennes,2600000,0.21,2.83,0.08,2.92,28.57,0.773,3.04,3.5,1.87,4.08,8.66,1.62,0.29,0.79,0.42,0.25,,,,,,,,,,,
Janis Blaswich,RB Leipzig,1500000,,,,,,0,,,,,,,,,,,1.46,6.35,0,1.92,48.31,1.56,7.08,30.6,0.46,1.65,18.1
Alexis Blin,Lecce,640000,0,0.85,0.1,1.8,40.37,0.855,3.3,0.3,0.2,1.1,0.5,1.9,1.2,1.15,1.95,1.6,,,,,,,,,,,
Daley Blind,Girona,2000000,0.03,0.52,0.06,1.42,77.98,0.89,6.06,1.48,0.45,0.87,0.64,1.45,0.64,1.16,3.61,1.19,,,,,,,,,,,
Myron Boadu,Twente,1410000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Benicio Boaitey,Brighton & Hove Albion,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jérôme Boateng,Salernitana,740000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Oscar Bobb,Manchester City,,0.35,1.38,0.17,5.88,47.77,0.877,5.37,3.46,2.42,6.58,8.31,1.56,0.87,0.69,0.17,0.17,,,,,,,,,,,
Sacha Boey,Bayern Munich,3000000,0.14,0.83,0,3.05,61.16,0.807,6.38,2.63,1.25,1.8,6.38,3.05,0.97,1.53,3.05,1.8,,,,,,,,,,,
Jeremie Boga,Nice,2780000,0.28,1.73,0.23,3.55,33.9,0.768,2.81,4.77,2.85,3.83,7.57,0.84,0.33,1.17,0.14,0.09,,,,,,,,,,,
Jayden Bogle,Sheffield United,1208464,0.1,1.07,0,1.1,31.52,0.705,1.93,1.23,0.83,1.83,3.04,2.2,1.03,1.4,3.1,1.63,,,,,,,,,,,
Emil Bohinen,Genoa,1000000,0,0.61,0,2.57,55.64,0.8,4.4,1.59,0.98,0.61,1.96,1.47,1.83,1.83,1.22,2.2,,,,,,,,,,,
Adama Bojang,Reims,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Daniel Boloca,Sassuolo,1110000,0.05,0.59,0,2.31,47.4,0.899,4.89,1.13,1.18,0.36,0.72,2.04,0.63,1.04,1.45,1.04,,,,,,,,,,,
Willy Boly,Nottingham Forest,2416928,0.13,0.94,0.06,0.94,41.76,0.75,2.08,0.25,0.19,2.14,0.19,2.89,1.38,2.01,5.66,3.46,,,,,,,,,,,
Giacomo Bonaventura,Fiorentina,2780000,0.29,2.05,0.13,3.31,45.5,0.82,5.7,2.56,1.26,2.81,4.36,1.09,0.59,0.67,0.42,0.54,,,,,,,,,,,
Federico Bonazzoli,Verona,2220000,0.27,2.39,0.09,2.3,27.82,0.771,2.3,1.15,0.53,3.63,6.47,0.35,0.27,0.8,0.27,0.53,,,,,,,,,,,
Warren Bondo,AC Monza Brianza 1912,380000,0.07,1.04,0.07,1.88,37.23,0.894,2.47,1.88,0.71,0.78,0.65,1.82,0.39,0.84,0.84,0.65,,,,,,,,,,,
Giovanni Bonfanti,Atalanta,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Victor Boniface,Leverkusen,,0.64,4.7,0.5,3.56,22.38,0.715,2.08,2.87,2.52,7.77,8.32,0.45,0.1,0.3,0.79,1.63,,,,,,,,,,,
Kevin Bonifazi,Frosinone,1850000,0,0,0,0.69,62.94,0.884,2.35,0.41,0.69,0.14,0.28,1.66,0.69,0.69,3.87,1.24,,,,,,,,,,,
Leonardo Bonucci,Fenerbahçe,3500000,0,0.22,0,0.66,44.23,0.786,2.87,0,0.11,0.33,0.11,0.77,1.1,1.21,4.41,1.32,,,,,,,,,,,
Ângelo Borges,Strasbourg,1500000,0,0.74,0.25,4.44,35.05,0.704,4.85,4.11,2.47,2.22,8.97,1.97,0.74,1.48,0.16,0.16,,,,,,,,,,,
Neto Borges,Clermont Foot,450000,0.03,0.57,0.03,1.74,49.84,0.809,3.17,2.1,1.1,1.84,6.31,1.64,1.94,1,2.81,1.2,,,,,,,,,,,
Yvandro Borges Sanches,NEC,360000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sebastiaan Bornauw,Wolfsburg,2820000,0,0.65,0,0.41,56.04,0.892,3.37,0.24,0.24,0.95,0.12,1.6,1.18,1.42,4.97,1.54,,,,,,,,,,,
Rafael Borré,Internacional,2500000,0.35,1.77,0,2.03,27.41,0.745,2.65,1.59,0.62,3.54,6.9,0.97,0.18,0.71,0.97,2.3,,,,,,,,,,,
Gennaro Borrelli,Brescia,37000,0.49,2.85,0.12,2.06,18.04,0.542,1.21,0.61,1.09,4.43,4.19,0.49,0.06,0.67,1.46,5.1,,,,,,,,,,,
Adri Bosch,Granada,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Erik Botheim,Malmö,510000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sven Botman,Newcastle United,5438089,0.1,0.57,0.1,0.93,63.21,0.906,2.44,0,0,1.14,0.26,1.09,0.57,1.3,3.83,2.12,,,,,,,,,,,
Ayyoub Bouaddi,Lille,,0,0,0.2,2,63.86,0.9,4.99,0.4,0.8,0.8,1.8,2,0.4,1,1,0.6,,,,,,,,,,,
Badredine Bouanani,Lorient,,0,2.71,0,4.47,36.95,0.806,4.6,5.55,1.89,3.52,8.12,1.22,0.54,1.08,0.41,0,,,,,,,,,,,
Mohamed Bouchenna,Clermont Foot,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Hicham Boudaoui,Nice,600000,0.1,1.58,0.05,2.76,43.65,0.85,4.75,1.69,1.28,2.3,3.02,2.5,0.66,1.02,0.92,0.97,,,,,,,,,,,
Yassine Bounou,Al-Hilal,2700000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Mehdi Bourabia,Kayserispor,1300000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Benjamin Bourigeaud,Rennes,2280000,0.12,1.58,0.26,4.31,57.26,0.766,6.36,1.06,0.32,2.17,5.01,1.06,0.94,1.11,1.32,0.29,,,,,,,,,,,
Bilal Boutobba,Clermont Foot,500000,0.1,2.43,0.1,3.3,38.39,0.691,4.18,3.69,1.56,3.69,8.36,2.14,0.78,0.87,0.29,1.07,,,,,,,,,,,
Hugo Boutsingkham,Nantes,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
