Player Name,Club,Annual wage in EUR,Non-Penalty Goals,Shots Total,Assists,Shot-Creating Actions,Passes Attempted,Pass Completion ,Progressive Passes,Progressive Carries,Successful Take-Ons,Touches (Att Pen),Progressive Passes Rec,Tackles,Interceptions,Blocks,Clearances,Aerials Won,Goals Against,Save Percentage,Save% (Penalty Kicks),Clean Sheet Percentage,Touches,Launch %,Goal Kicks,Avg. Length of Goal Kicks,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
Bukayo Saka,Arsenal,11782526,0.36,2.83,0.31,5.44,44.36,0.756,3.64,4.92,1.47,7.86,14.85,2.02,0.4,1.26,0.64,0.62,,,,,,,,,,,
Mamadou Sakho,,450000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ibrahim Salah,Rennes,,0.59,3.2,0.12,2.96,38.66,0.761,4.15,2.85,2.13,3.44,11.15,2.37,1.19,0.71,0.59,0.71,,,,,,,,,,,
Mohamed Salah,Liverpool,21148123,0.48,3.84,0.48,4.79,37.17,0.737,5.09,3.51,1.01,9.2,12.44,0.51,0.06,0.65,0.03,0.21,,,,,,,,,,,
Amine Salama,Caen,410000,0.13,2.78,0,2.78,31.14,0.789,2.66,4.18,1.65,3.29,9.49,0.89,0.63,1.01,0.76,0.51,,,,,,,,,,,
Kike Salas,Sevilla,,0.17,0.88,0,0.88,56.59,0.777,3.41,0.72,0.06,1.93,1.1,2.15,1.43,1.38,5.06,3.74,,,,,,,,,,,
William Saliba,Arsenal,11480410,0.04,0.28,0.02,0.62,75.34,0.916,3.81,0.43,0.23,0.38,0.15,1.06,0.77,0.85,2.28,1.91,,,,,,,,,,,
Mohammed Salisu,Monaco,3100000,0,0.38,0.1,0.95,64.67,0.839,6,0.57,0.29,0.67,0.57,2.38,2,1.71,4.19,3.14,,,,,,,,,,,
Roland Sallai,Freiburg,720000,0.25,3,0.18,3.56,29.61,0.71,2.36,2.33,0.88,3.77,6.8,0.85,0.32,0.81,1.06,1.52,,,,,,,,,,,
Yoann Salmier,Le Havre,700000,0.05,0.59,0.05,0.97,43.76,0.797,2.85,0.54,0.27,1.08,0.38,1.35,1.18,1.18,3.55,1.88,,,,,,,,,,,
Salvi,Espanyol,300000,0.25,1.11,0,2.34,35.53,0.633,2.46,3.93,0.86,3.44,9.71,0.74,0.12,0.74,1.97,0.61,,,,,,,,,,,
Lazar Samardzic,Udinese,510000,0.18,2.16,0.07,4.61,38.59,0.755,3.33,2.34,1.76,1.1,3.41,1.39,0.4,0.95,0.99,0.51,,,,,,,,,,,
Diadie Samassékou,Cádiz,3900000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Mama Samba Baldé,Lyon,760000,0.27,2.54,0.4,3.35,23.04,0.616,1.74,3.75,2.54,6.03,10.85,1.21,0.67,0.4,0.13,1.61,,,,,,,,,,,
Brice Samba,Lens,3000000,,,,,,0,,,,,,,,,,,1.16,7.73,1.11,3.72,35.65,3.22,5.02,35.6,0.86,1.07,14.3
Albert Sambi Lokonga,Luton Town,3021160,0.07,0.59,0.22,1.93,53.12,0.877,4.82,2.08,0.82,0.82,0.89,2.15,0.74,1.71,1.04,0.96,,,,,,,,,,,
Junior Sambia,Salernitana,1920000,0,1.11,0.2,2.72,45.4,0.792,3.52,2.01,0.6,2.01,3.52,1.11,0.91,0.91,2.32,2.42,,,,,,,,,,,
Fede San Emeterio,Cádiz,720000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Antonio Sanabria,Torino,2960000,0.15,2.19,0.04,1.61,25.54,0.784,2.22,0.81,0.54,3.45,4.68,0.73,0.23,0.31,0.46,2.72,,,,,,,,,,,
Marciano Sanca,Alcorcón,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Oihan Sancet,Athletic Club,2500000,0.2,1.81,0.2,3.67,35.81,0.805,5.6,3.34,1.29,3.55,6.81,0.89,0.44,0.2,0.28,1.05,,,,,,,,,,,
Renato Sanches,Roma,4620000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ricard Sánchez,Granada,250000,0.12,0.57,0,1.62,43.58,0.753,3.32,1.9,0.73,1.54,4.21,1.09,0.53,1.17,2.55,0.77,,,,,,,,,,,
Alexis Sánchez,Internazionale,4630000,0.14,1.25,0.28,3.48,35.29,0.732,4.52,1.18,1.18,3.55,6.33,0.77,0.21,0.42,0.21,0.84,,,,,,,,,,,
Antonio Sánchez,Mallorca,840000,0.18,1.41,0.06,2.09,33.6,0.687,3.44,2.27,0.86,1.97,3.81,1.66,0.8,1.6,0.98,0.37,,,,,,,,,,,
Davinson Sánchez,Galatasaray,3954969,0,0.79,0.23,1.24,64.03,0.85,4.29,1.13,0.23,1.02,0,1.69,1.24,1.69,3.84,2.82,,,,,,,,,,,
Juanlu Sánchez,Sevilla,,0,0.72,0.2,2.24,54.18,0.781,3.62,3.16,1.71,1.32,7.37,4.48,0.86,1.98,2.63,1.12,,,,,,,,,,,
Manu Sánchez,Celta Vigo,1000000,0,0.42,0.21,2.28,44.98,0.762,3.63,1.94,0.59,1.05,3.5,2.66,0.89,1.18,3.08,0.46,,,,,,,,,,,
Robert Sánchez,Chelsea,3625393,,,,,,0,,,,,,,,,,,1.57,7.05,3.33,2,40.76,2.13,5.72,33.7,0.94,1.7,15.8
Jadon Sancho,Dortmund,3500000,0.21,0.75,0.11,4.51,47.12,0.808,5.21,5.64,3.7,5.04,10.25,0.86,0.32,1.56,0.43,0.05,,,,,,,,,,,
Alex Sandro,Juventus,11110000,0,0.51,0,1.65,70.61,0.855,5.45,2.03,0.38,0.89,1.14,1.52,1.77,1.65,2.66,1.39,,,,,,,,,,,
Ibou Sané,Metz,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Leroy Sané,Bayern Munich,20000000,0.28,2.95,0.37,5.31,41.88,0.798,4.17,5.05,3.72,5.76,11.41,0.91,0.26,0.54,0.11,0.09,,,,,,,,,,,
Sadibou Sané,Metz,,0,0.6,0,0.48,34.05,0.79,1.9,0.71,0.24,1.07,0.95,2.26,0.71,1.55,6.31,1.55,,,,,,,,,,,
Arouna Sangante,Le Havre,420000,0,0.49,0,1.35,50.91,0.809,3.64,0.69,0.35,1.11,0.94,1.8,2.08,1.18,3.05,1.7,,,,,,,,,,,
Ibrahim Sangaré,Nottingham Forest,4531741,0,0.72,0,1.53,37.72,0.798,3.95,0.45,0.54,1.08,0.63,3.77,1.26,2.07,1.8,0.72,,,,,,,,,,,
Morgan Sanson,Nice,2600000,0.08,1.94,0.12,3.65,41.23,0.779,3.93,2.71,1.22,2.07,4.46,1.13,0.97,1.54,0.69,0.32,,,,,,,,,,,
Nicola Sansone,Lecce,1000000,0.32,2.78,0.32,5.55,32.35,0.743,3.95,1.71,1.17,3.1,8.75,1.28,0.43,0.75,0.64,0.96,,,,,,,,,,,
Baptiste Santamaria,Rennes,2000000,0.04,1.27,0.07,2.01,54.76,0.871,5.67,0.67,0.53,0.78,1.41,2.08,1.44,0.85,1.59,2.01,,,,,,,,,,,
Jesús Santiago,Getafe,,0.16,0.8,0,1.91,26.97,0.751,2.39,0.8,0.48,0.96,1.76,2.55,0,0.32,0.64,0.96,,,,,,,,,,,
Andrey Santos,Strasbourg,,0.12,1.56,0,2.52,55.63,0.868,4.69,0.48,0.96,0.84,1.68,3,0.84,1.08,1.08,1.44,,,,,,,,,,,
Tiago santos,Lille,,0.04,1.26,0.08,2.59,53.12,0.797,4,3.39,2.06,2.02,5.21,2.4,0.57,0.91,1.41,0.46,,,,,,,,,,,
Riccardo Saponara,Ankaragücü,1850000,0.19,1.3,0.19,1.86,32.54,0.714,3.91,3.16,1.3,3.16,8.93,0.56,0.19,0.93,0.56,0.37,,,,,,,,,,,
Pablo Sarabia,Wolverhampton Wanderers,5438089,0.1,2.28,0.35,4.42,49.76,0.7,5.66,2.18,0.84,2.83,7.19,1.04,0.55,0.94,0.5,0.35,,,,,,,,,,,
Amin Sarr,Wolfsburg,1500000,0,2.13,0,1.42,28.1,0.728,2.49,1.42,0.71,3.38,6.23,0.89,0.36,1.25,0.36,2.85,,,,,,,,,,,
Bouna Sarr,Bayern Munich,1900000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ismaila Sarr,Marseille,4680000,0.24,1.77,0.19,2.91,29.09,0.759,2.39,3.06,0.96,5.54,9.12,0.91,0.67,1.39,0.53,1.48,,,,,,,,,,,
Mamadou Sarr,RWD Molenbeek,,0,0.83,0,0.83,40.83,0.771,3.17,0.5,1,1,0.67,2.83,0.83,1.17,3.17,1.83,,,,,,,,,,,
Martin Satriano,Brest,640000,0.2,3.07,0.2,2.72,21.82,0.71,1.73,1.19,0.94,4.85,5.89,1.19,0.35,0.94,1.43,2.82,,,,,,,,,,,
Téji Savanier,Montpellier,1320000,0.09,2.45,0.24,5.85,62.15,0.693,7.1,1.31,1.97,1.61,3.58,1.28,0.99,1.19,0.84,0.69,,,,,,,,,,,
Stefan Savić,Atlético Madrid,4500000,0,0.31,0,0.57,54.05,0.844,3.26,0.62,0.35,0.57,0.09,1.45,1.76,1.45,3.35,2.07,,,,,,,,,,,
Sávio,Girona,1040000,0.25,1.29,0.28,3.46,31.79,0.761,2.83,5.47,3.08,4.65,10.94,1.26,0.57,1.07,0.35,0.13,,,,,,,,,,,
Zanos Savva,Torino,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Saba Sazonov,Torino,640000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Joe Scally,Mönchengladbach,1200000,0.04,0.44,0.16,1.21,52.81,0.802,3.02,1.57,0.44,0.81,3.02,1.65,0.72,1.25,3.14,0.89,,,,,,,,,,,
Giorgio Scalvini,Atalanta,560000,0.03,0.67,0.12,1.25,56.28,0.807,4.08,1.07,0.52,1.55,0.97,2.25,1.92,1.52,2.47,2.74,,,,,,,,,,,
Gianluca Scamacca,Atalanta,5930000,0.76,3.7,0.24,3.09,26.36,0.663,2.23,1.42,1,5.75,10.4,1,0.19,0.62,0.71,1.61,,,,,,,,,,,
Dane Scarlett,Tottenham Hotspur,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Kevin Schade,Brentford,604232,,,,,,0,,,,,,,,,,,,,,,,,,,,,
András Schäfer,Union Berlin,1200000,0.08,1.56,0.16,2.81,42.03,0.751,4.53,2.81,1.64,2.58,5.39,2.11,1.48,1.88,1.72,1.64,,,,,,,,,,,
Fabian Schär,Newcastle United,2719044,0.12,1.07,0.02,1.36,60.99,0.829,3.79,0.83,0.31,1.19,0.69,1.22,1.07,1.38,4.1,2.05,,,,,,,,,,,
Patrik Schick,Leverkusen,6000000,0.74,3.66,0,2.91,19.98,0.8,1.56,0.88,0.68,7.99,6.91,0.68,0.07,0.34,0.61,2.37,,,,,,,,,,,
Stefan Schimmer,Heidenheim,300000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Xaver Schlager,RB Leipzig,4000000,0.03,0.66,0.2,3.13,62.23,0.875,7.5,2.47,0.69,0.63,1.38,2.93,0.69,1.44,0.98,0.8,,,,,,,,,,,
Keven Schlotterbeck,Bochum,540000,0.25,1.09,0.04,1.01,42.16,0.775,3.7,0.42,0.21,2.65,0.59,1.6,1.3,1.3,4.38,4.5,,,,,,,,,,,
Nico Schlotterbeck,Dortmund,4720000,0.05,0.79,0.1,1.38,78.65,0.877,5.42,1.55,0.25,1.18,0.32,2.34,1.35,1.7,3.3,1.6,,,,,,,,,,,
Jeffrey Schlupp,Crystal Palace,3625393,0.13,1.26,0.13,1.86,22.23,0.74,2.2,1.33,1.13,1.8,3.46,2.53,0.53,0.87,1.6,1.46,,,,,,,,,,,
Romano Schmid,Werder Bremen,360000,0.14,1.16,0.17,3.91,41.82,0.773,4.83,2.55,1.43,2.24,5.81,1.12,0.31,1.26,0.61,0.78,,,,,,,,,,,
Kenneth Schmidt,Freiburg,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Niklas Schmidt,Toulouse,570000,0.05,1.58,0.05,3.63,56.62,0.794,7.04,1.37,0.95,0.95,3.05,2.47,0.37,0.84,0.95,0.37,,,,,,,,,,,
Benno Schmitz,Köln,900000,0,0.63,0.07,1.88,55.75,0.705,5.64,2.02,0.42,0.77,3.62,2.09,0.56,1.32,2.09,1.18,,,,,,,,,,,
Fabian Schnellhardt,Darmstadt 98,380000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jan Schöppner,Heidenheim,480000,0.09,0.8,0.09,1.51,30.22,0.664,3.2,0.75,0.52,1.55,1.41,2.21,1.18,1.65,2.59,1.74,,,,,,,,,,,
Marcel Schuhen,Darmstadt 98,750000,,,,,,0,,,,,,,,,,,2.4,6.24,5,1,51.17,3.62,9.27,48.8,0.52,1.7,16.5
Perr Schuurs,Torino,1790000,0.09,0.8,0,0.44,45.09,0.884,1.95,0.89,0.35,0.89,0.35,2.04,0.97,1.33,2.83,1.77,,,,,,,,,,,
Marvin Schwäbe,Köln,1200000,,,,,,0,,,,,,,,,,,1.69,6.73,0,1.14,41.11,2.83,4.46,34.4,0.3,0.66,13.5
Alexander Schwolow,Union Berlin,900000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Alex Scott,Bournemouth,2416928,0.09,1.36,0.09,3.99,41.42,0.761,4.44,2.18,1.18,2.63,3.17,2.18,1.09,1.27,1.63,1.27,,,,,,,,,,,
Simone Scuffet,Cagliari,380000,,,,,,0,,,,,,,,,,,1.83,6,0,0.69,32.55,4.32,8.1,47.1,0.44,0.69,12.3
Jérémy Sebas,Strasbourg,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Manuel Sebastián,Sevilla,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Demba Seck,Frosinone,740000,0,1.96,0,2.7,25.78,0.767,2.7,4.42,1.47,3.81,6.02,1.47,0.25,0.49,0.12,0.86,,,,,,,,,,,
Aleksandar Sedlar,Alavés,730000,0.1,0.38,0,0.86,38.53,0.847,2.47,0.57,0.19,0.57,0.1,1.33,1.24,0.76,4.09,1.62,,,,,,,,,,,
Alidu Seidu,Rennes,300000,0,0.46,0.05,1.19,55.64,0.831,2.75,1.51,0.83,0.14,1.33,2.75,1.88,1.38,2.39,1.33,,,,,,,,,,,
Nicolas Seiwald,RB Leipzig,2200000,0,0.1,0.1,1.1,40.3,0.804,3,0.6,0.5,0.2,0.5,3.7,1.2,1.6,1.7,0.7,,,,,,,,,,,
Nikola Sekulov,Juventus,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Davie Selke,Köln,1500000,0.4,2.46,0,1.99,16.92,0.616,1.19,0.6,0.4,4.65,3.12,0.27,0,0.33,1.33,4.78,,,,,,,,,,,
Matz Sels,Nottingham Forest,2114812,,,,,,0,,,,,,,,,,,1.46,5.94,0,1.08,29.65,3.96,5.62,36.8,0.33,0.73,12.6
Nélson Semedo,Wolverhampton Wanderers,4833857,0,0.56,0.03,1.72,53.69,0.8,4.03,2.98,1.47,1.14,4.42,2.17,1,1.25,2.56,0.67,,,,,,,,,,,
Vivaldo Semedo,Volendam,,0.14,3.16,0,1.01,15.38,0.589,1.29,0.72,1.01,3.45,2.88,0.29,0,0.72,0.58,3.02,,,,,,,,,,,
Antoine Semenyo,Bournemouth,1208464,0.36,2.99,0.09,3.04,27.29,0.696,2.68,3.71,2.01,5.09,7.95,0.98,0.27,1.65,0.85,2.14,,,,,,,,,,,
Marvin Senaya,Strasbourg,140000,0.04,0.66,0.04,1.76,47.64,0.776,3.03,2.02,1.14,1.14,3.56,3.03,1.76,1.71,2.81,1.8,,,,,,,,,,,
Marcos Senesi,Bournemouth,3021160,0.15,0.54,0.19,1.65,54.18,0.788,5.04,1.15,0.42,0.69,0.12,1.96,1.46,1.85,4.43,1.35,,,,,,,,,,,
Stefano Sensi,Internazionale,3700000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Suat Serdar,Verona,2050000,0,1.01,0.11,1.62,31.77,0.741,3.52,1.06,1.12,1.12,1.9,2.63,1.06,1.4,1.4,1.12,,,,,,,,,,,
Benjamin Šeško,RB Leipzig,3500000,0.73,2.88,0.1,2.3,19.55,0.675,1.37,1.32,1.08,4.79,5.67,0.83,0.2,1.37,1.32,2.2,,,,,,,,,,,
Kevin Sessa,Heidenheim,120000,0.19,2.38,0,3.71,39.58,0.731,4.47,2.66,1.05,2.57,4.28,1.43,0.38,1.14,1.62,1.33,,,,,,,,,,,
Aaron Seydel,Darmstadt 98,120000,0.15,2.04,0,1.89,27.63,0.579,1.45,1.02,0.44,4.51,5.09,0.44,0.15,1.16,1.31,6.54,,,,,,,,,,,
Andres Sfait,Salernitana,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Stephan El Shaarawy,Roma,4630000,0.16,2.25,0.28,3.21,37.95,0.799,2.62,2.74,1.09,3.46,7.08,1.15,0.75,0.75,0.9,0.37,,,,,,,,,,,
Luke Shaw,Manchester United,9063481,0,0.37,0.07,2.12,61.37,0.822,4.47,0.95,0.66,1.17,2.93,1.32,0.66,1.46,2.93,1.03,,,,,,,,,,,
Eldor Shomurodov,Cagliari,,0.28,1.79,0.28,2.26,22.55,0.649,1.7,1.13,0.94,4.34,5,0.94,0.38,0.38,0.28,1.89,,,,,,,,,,,
Steven Shpendi,Empoli,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Sofiane Sidi Ali,Marseille,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Vincent Sierro,Toulouse,360000,0.06,1.19,0.09,2.5,50.47,0.767,5.25,0.62,0.68,0.8,2.44,2.04,1.19,1.62,1.31,0.97,,,,,,,,,,,
Tim Siersleben,Heidenheim,120000,0,0.3,0,0.79,55.29,0.816,4.75,1.19,0,0.59,0.1,2.67,2.08,1.58,2.87,1.29,,,,,,,,,,,
Kiliann Sildillia,Freiburg,320000,0.04,0.52,0.04,1.8,58.99,0.738,3.7,1.38,0.71,1.23,3.67,2.09,0.97,1.53,2.84,1.5,,,,,,,,,,,
André Silva,Real Sociedad,5000000,0.11,1.9,0,1.56,20.43,0.798,1.12,0.67,1.01,3.46,5.47,0.56,0.11,0.45,0.34,1.67,,,,,,,,,,,
Bernardo Silva,Manchester City,18126963,0.27,1.48,0.19,4.38,65.32,0.867,6.03,4.71,1.21,5.4,9.59,1.75,0.58,1.12,0.66,0.14,,,,,,,,,,,
Caio Henrique Oliveira Silva,Monaco,2700000,0,0.5,0.5,3.85,63.9,0.792,4.85,2.61,0.62,2.24,7.46,2.11,0.75,1.37,1.62,0.25,,,,,,,,,,,
Fábio Silva,Rangers,4833857,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Rui Silva,Real Betis,900000,,,,,,0,,,,,,,,,,,1.25,7.48,1.25,3.45,36.88,3.58,7.02,41.9,0.79,1.29,15
Thiago Silva,Chelsea,6646553,0.1,0.52,0.03,0.96,80.51,0.947,3.58,0.1,0.07,0.83,0.14,1.07,1.03,1.24,5.19,1.79,,,,,,,,,,,
Marco Silvestri,Udinese,1850000,,,,,,0,,,,,,,,,,,1.65,6.75,0,2,29.6,3.28,6.65,38.9,0.18,0.35,12
Mohamed Simakan,RB Leipzig,2000000,0.09,1.1,0.09,1.69,61.47,0.844,3.92,1.38,0.44,2.19,2.73,1.97,1.29,1.5,3.07,2.38,,,,,,,,,,,
Giovanni Simeone,Napoli,3330000,0.32,4.51,0.11,3.54,21.24,0.722,1.29,1.07,0.75,6.33,8.58,1.5,0.21,1.07,0.86,2.47,,,,,,,,,,,
Giuliano Simeone,Alavés,,0.2,2.18,0.2,2.78,26.37,0.692,3.96,4.36,1.59,3.77,6.94,0.99,0.79,1.39,0.59,0.4,,,,,,,,,,,
Jan-Carlo Simic,Milan,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Moses Simon,Nantes,2400000,0.09,1.7,0.24,3.25,25.61,0.63,1.89,7.22,2.26,5.85,10.52,0.33,0.24,0.47,0.24,0.75,,,,,,,,,,,
Unai Simón,Athletic Club,4280000,,,,,,0,,,,,,,,,,,0.96,7.28,6,4.32,35.83,4.68,6.53,59.8,0.75,1.22,15.9
Xavi Simons,RB Leipzig,1560000,0.26,2.76,0.37,6.09,48.05,0.791,6.04,4.93,2.82,3.42,7.15,1,0.54,0.85,0.14,0.68,,,,,,,,,,,
Wilfried Singo,Monaco,1840000,0.04,0.94,0.04,1.51,58.85,0.859,5.55,1.66,1.09,1.32,1.4,1.32,2.04,1.06,3.21,2.57,,,,,,,,,,,
Luis Sinisterra,Bournemouth,3927509,0.26,3.48,0.26,5.41,37.6,0.774,4.89,6.57,3.73,10.69,10.94,2.96,1.03,2.32,0.52,2.06,,,,,,,,,,,
Daley Sinkgraven,Las Palmas,1500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Jailson Siqueira,Celta Vigo,,0,0.56,0.11,0.89,47.96,0.835,4.24,1.67,0.67,0.67,0.89,2.34,1.34,1.12,2.9,1.34,,,,,,,,,,,
Ayanda Sishuba,Lens,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Ibrahima Sissoko,Strasbourg,330000,0,0.78,0.05,1.99,42.33,0.823,5.01,0.92,0.58,1.41,0.92,2.77,0.97,1.12,1.56,1.51,,,,,,,,,,,
Moussa Sissoko,Nantes,3720000,0,0.5,0,1.71,33.21,0.795,3.53,1.41,0.55,1.01,3.02,1.26,0.55,0.4,1.51,0.66,,,,,,,,,,,
Antonio Sivera,Alavés,880000,,,,,,0,,,,,,,,,,,1.12,7.56,0,2.94,34.85,6.23,8.68,47.8,0.5,0.85,13.1
Tim Skarke,Darmstadt 98,420000,0.3,2.49,0,2.76,32.43,0.73,3.02,2.15,0.91,2.65,7.11,1.02,0.23,0.95,0.79,0.42,,,,,,,,,,,
Ellyes Skhiri,Eintracht Frankfurt,2800000,0.08,0.67,0.08,1.66,54.61,0.85,4.28,0.44,0.55,1.19,1.31,1.74,1.55,1.35,1.9,1.27,,,,,,,,,,,
Oliver Skipp,Tottenham Hotspur,2416928,0,0.31,0,1.86,48.98,0.903,4.24,0.83,0.41,1.24,2.79,2.27,0.72,1.45,1.24,0.41,,,,,,,,,,,
Leo Skiri Østigård,Napoli,1540000,0.1,0.57,0,0.68,71.99,0.877,4.33,0.73,0.16,1.2,0.1,1.36,0.89,0.94,3.76,3.6,,,,,,,,,,,
Łukasz Skorupski,Bologna,1670000,,,,,,0,,,,,,,,,,,0.91,7.65,2.5,3.82,33.91,2.63,6.15,37.1,0.32,0.38,11.7
Robert Skov,Hoffenheim,1800000,0.21,2.21,0.28,3.1,52,0.736,5.17,1.93,0.62,3.03,6.41,1.93,0.69,1.24,1.66,0.9,,,,,,,,,,,
Milan Škriniar,Paris Saint-Germain,16360000,0.04,0.25,0,0.54,95.95,0.949,3.81,0.25,0.08,0.38,0.08,1.51,0.71,1.01,2.64,1.34,,,,,,,,,,,
Naatan Skyttä,Toulouse,120000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Chris Smalling,Roma,4490000,0,0.35,0,0.61,50.52,0.882,2.63,0.7,0,1.14,0.18,0.7,0.96,1.84,3.24,3.41,,,,,,,,,,,
Adam Smith,Bournemouth,2114812,0,0.08,0.08,1.41,42.9,0.764,3.57,1.14,0.16,0.51,1.65,1.53,0.86,1.14,2.55,0.78,,,,,,,,,,,
Emile Smith Rowe,Arsenal,2416928,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Hrvoje Smolčić,Eintracht Frankfurt,150000,0,0.4,0,1.8,109.6,0.887,8.2,2,0,1.2,0,0.6,1,0.6,3,3,,,,,,,,,,,
Cédric Soares,Arsenal,4531741,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Danilo Soares,Bochum,430000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Eduard Sobol,Genk,720000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Rubén Sobrino,Cádiz,800000,0.05,1.17,0.05,2.33,28.15,0.727,2,1.58,0.98,2.14,4.15,2.8,1.03,1.4,0.89,1.4,,,,,,,,,,,
Andrea Sodero,Empoli,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Emran Soglo,Marseille,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Alex Sola,Alavés,240000,0,1.92,0.22,4.96,30.86,0.631,3.03,2.89,3.18,3.48,7.62,1.78,0.81,1.26,1.18,1.33,,,,,,,,,,,
Dominic Solanke,Bournemouth,3021160,0.44,2.8,0.08,2.1,15.19,0.741,1.63,1.5,1.09,5.75,5.03,0.62,0.23,0.65,1.22,2.59,,,,,,,,,,,
Ola Solbakken,Urawa Reds,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Carlos Soler,Paris Saint-Germain,4800000,0.09,1.03,0.17,2.66,58.8,0.856,5.74,1.03,0.43,3.09,4.89,1.2,0.26,0.86,0.94,0.43,,,,,,,,,,,
Jhon Solis,Girona,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Manor Solomon,Tottenham Hotspur,3625393,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Yann Sommer,Internazionale,3210000,,,,,,0,,,,,,,,,,,0.62,8.42,1.67,5.48,39.66,1.74,5.79,27.2,0.46,0.52,12.3
Brandon Soppy,Schalke 04,770000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
David Soria,Getafe,1510000,,,,,,0,,,,,,,,,,,1.33,7.29,1.67,3,36.93,6.83,8.63,58.5,0.37,1.6,17.5
Alberto Soro,FC Vizela,580000,0.4,1.79,0.1,2.49,31.4,0.756,4.49,1.5,0.5,3.19,6.38,2.09,0.1,1,0.8,1.1,,,,,,,,,,,
Alessandro Sorrentino,AC Monza Brianza 1912,170000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
Borna Sosa,Ajax,640000,0,0.3,0.3,1.96,61.03,0.79,4.6,1.96,0.98,0.91,5.28,2.26,1.58,1.28,2.41,0.83,,,,,,,,,,,
Hugo Sotelo,Celta Vigo,,0,0.98,0,4.23,79.75,0.873,7,2.44,0.49,0.81,1.63,2.44,0.33,0.98,0.81,0.33,,,,,,,,,,,
Florian Sotoca,Lens,600000,0.11,2.1,0.19,3.32,49.33,0.723,5.39,1.83,0.61,4.01,8.84,1.3,0.64,1.3,1.22,3.24,,,,,,,,,,,
Riccardo Sottil,Fiorentina,1110000,0.15,2.67,0.23,3.51,33.39,0.787,2.6,5.2,1.6,4.97,11.08,0.76,0.15,0.99,0.15,0.53,,,,,,,,,,,
Tomáš Souček,West Ham United,5438089,0.23,1.4,0.08,1.35,32.92,0.761,2.89,0.41,0.08,2.31,1.35,1.5,1.37,1.55,3.12,3.53,,,,,,,,,,,
Matìas Soulé,Frosinone,,0.18,2.2,0.09,5.22,44.63,0.777,5.83,3.3,2.93,3.02,6.26,1.19,0.52,1.04,0.27,0.34,,,,,,,,,,,
Boubakary Soumaré,Sevilla,4850000,0,0.03,0,1.04,49.41,0.903,3.92,1.08,0.76,0.17,0.9,1.56,1.08,0.94,0.87,0.9,,,,,,,,,,,
Issa Soumaré,Auxerre,250000,0,2.74,0,2.28,36.79,0.715,2.89,2.28,1.52,5.47,10.34,0.76,0.61,1.98,0.76,6.08,,,,,,,,,,,
Vinicius Souza,Sheffield United,1812696,0.07,0.51,0,0.91,33.48,0.793,2.29,0.27,0.57,1.28,0.74,4.18,1.08,1.86,2.53,2.16,,,,,,,,,,,
Djibril Sow,Sevilla,4170000,0.05,0.86,0.05,2.12,40.32,0.855,4.01,1.22,0.23,1.76,2.21,1.53,0.81,1.08,0.59,0.86,,,,,,,,,,,
Saidou Sow,Strasbourg,650000,0,0.38,0.13,0.63,44.19,0.853,3,0.13,0.5,0.75,0,2.5,1.5,0.88,4.51,1.75,,,,,,,,,,,
Çağlar Söyüncü,Fenerbahçe,2500000,,,,,,0,,,,,,,,,,,,,,,,,,,,,
